(1,75099.5)
(2,101017.32)
(3,124791.05)
(4,133915.32)
(5,131758.11)
(6,124527.71)
(7,112434.16)
(8,95989.43)
(9,79984.95)
(10,66262.62)
(11,57979.49)
(12,62964.4)
(13,82476.41)
(14,105022.36)
(15,123078.0)
(16,128957.19)
(17,125644.88)
(18,117215.44)
(19,104680.88)
(20,87916.02)
(21,71953.68)
(22,59267.7)
(23,52081.15)
(24,57616.23)
(25,77617.47)
(26,98464.02)
(27,116039.63)
(28,121161.57)
(29,117951.91)
(30,110295.14)
(31,98287.86)
(32,81816.44)
(33,66429.26)
(34,54105.17)
(35,47174.64)
(36,55996.9)
(37,78130.18)
(38,101723.97)
(39,120157.85)
(40,125044.99)
(41,121932.17)
(42,114342.56)
(43,101865.44)
(44,85514.77)
(45,69997.17)
(46,56825.66)
(47,49198.0)
(48,54445.97)
(49,74633.5)
(50,99009.49)
(51,118065.98)
(52,124138.97)
(53,121787.75)
(54,114184.94)
(55,102311.1)
(56,85972.87)
(57,70324.55)
(58,58258.74)
(59,51047.22)
(60,58236.37)
(61,80672.1)
(62,104923.0)
(63,124219.04)
(64,131080.43)
(65,128284.74)
(66,120484.79)
(67,107723.98)
(68,91457.13)
(69,76146.72)
(70,63333.76)
(71,55306.36)
(72,61730.51)
(73,81143.84)
(74,101817.41)
(75,117473.45)
(76,122006.88)
(77,118544.62)
(78,110347.21)
(79,98405.76)
(80,82680.78)
(81,67301.21)
(82,54494.49)
(83,47068.04)
(84,53090.24)
(85,72070.24)
(86,94669.71)
(87,114689.74)
(88,120322.29)
(89,117160.66)
(90,109294.51)
(91,97350.97)
(92,81554.72)
(93,66765.31)
(94,56076.0)
(95,50076.24)
(96,56280.54)
(97,75992.15)
(98,98169.61)
(99,117287.45)
(100,122562.47)
(101,117921.53)
(102,108477.15)
(103,95053.8)
(104,78103.63)
(105,62408.94)
(106,49847.23)
(107,41972.69)
(108,46838.53)
(109,66001.71)
(110,84286.29)
(111,101122.16)
(112,105060.25)
(113,98827.58)
(114,88089.08)
(115,72783.02)
(116,53821.28)
(117,35363.17)
(118,20038.58)
(119,7235.13)
(120,7623.45)
###################
(1,75099.5)
(2,85210.05)
(3,91770.51)
(4,89680.16)
(5,81257.89)
(6,67434.83)
(7,51993.23)
(8,34651.32)
(9,17477.37)
(10,4385.02)
(11,0.0)
(12,0.0)
(13,11890.28)
(14,25605.61)
(15,35413.66)
(16,38325.34)
(17,34365.23)
(18,27571.92)
(19,18283.6)
(20,8786.87)
(21,0.0)
(22,0.0)
(23,0.0)
(24,0.0)
(25,9804.06)
(26,21974.44)
(27,32972.43)
(28,35469.37)
(29,31927.58)
(30,25202.47)
(31,16130.08)
(32,7084.34)
(33,0.0)
(34,0.0)
(35,0.0)
(36,0.0)
(37,13061.91)
(38,25788.43)
(39,35559.88)
(40,37067.82)
(41,32995.77)
(42,25808.41)
(43,16277.84)
(44,6558.81)
(45,0.0)
(46,0.0)
(47,0.0)
(48,0.0)
(49,9706.33)
(50,24383.1)
(51,34458.78)
(52,38490.42)
(53,35326.28)
(54,30232.63)
(55,21389.76)
(56,10571.8)
(57,0.0)
(58,0.0)
(59,0.0)
(60,0.0)
(61,12541.91)
(62,27910.58)
(63,39923.47)
(64,44234.01)
(65,42445.67)
(66,35532.43)
(67,23493.46)
(68,10401.6)
(69,0.0)
(70,0.0)
(71,0.0)
(72,0.0)
(73,11221.39)
(74,21933.14)
(75,30724.86)
(76,31465.67)
(77,25516.73)
(78,19024.62)
(79,11755.11)
(80,1695.87)
(81,0.0)
(82,0.0)
(83,0.0)
(84,0.0)
(85,8242.42)
(86,19812.56)
(87,29961.61)
(88,32086.23)
(89,29498.34)
(90,23519.52)
(91,15899.5)
(92,6169.86)
(93,0.0)
(94,0.0)
(95,0.0)
(96,0.0)
(97,8981.84)
(98,19441.22)
(99,31168.23)
(100,35144.23)
(101,32630.27)
(102,26478.78)
(103,17773.1)
(104,8431.35)
(105,0.0)
(106,0.0)
(107,0.0)
(108,0.0)
(109,10303.37)
(110,19155.83)
(111,30356.59)
(112,33993.26)
(113,31750.59)
(114,27407.32)
(115,18552.72)
(116,8629.48)
(117,0.0)
(118,0.0)
(119,0.0)
(120,0.0)
###################
(1,75099.5)
(2,121386.91)
(3,162632.43)
(4,188990.68)
(5,192911.22)
(6,191987.06)
(7,182610.82)
(8,166881.4)
(9,153000.02)
(10,139694.94)
(11,131682.45)
(12,138359.55)
(13,161461.17)
(14,192548.12)
(15,200717.6)
(16,200717.6)
(17,200717.6)
(18,199122.13)
(19,188063.64)
(20,171007.2)
(21,151920.92)
(22,138087.57)
(23,129189.01)
(24,135864.13)
(25,157556.9)
(26,182469.67)
(27,200717.6)
(28,200717.6)
(29,200717.6)
(30,196713.96)
(31,185117.31)
(32,167670.24)
(33,152670.06)
(34,135713.33)
(35,126224.76)
(36,132920.93)
(37,156373.05)
(38,185239.05)
(39,200717.6)
(40,200717.6)
(41,200717.6)
(42,198601.74)
(43,186872.91)
(44,169712.18)
(45,151829.63)
(46,138261.67)
(47,129776.09)
(48,134076.25)
(49,158277.14)
(50,183747.39)
(51,200717.6)
(52,200717.6)
(53,200717.6)
(54,198500.69)
(55,188069.28)
(56,171053.31)
(57,154611.05)
(58,140351.55)
(59,130514.09)
(60,136907.76)
(61,161213.13)
(62,184087.82)
(63,200717.6)
(64,200717.6)
(65,200717.6)
(66,199542.43)
(67,190164.84)
(68,173833.87)
(69,158592.79)
(70,143777.33)
(71,134308.77)
(72,139735.28)
(73,159886.11)
(74,182485.68)
(75,200717.6)
(76,200717.6)
(77,200717.6)
(78,196617.76)
(79,186183.63)
(80,169411.78)
(81,151971.47)
(82,135461.55)
(83,125470.67)
(84,129396.6)
(85,152710.86)
(86,184859.74)
(87,200717.6)
(88,200717.6)
(89,200717.6)
(90,196180.85)
(91,184574.22)
(92,168235.78)
(93,152287.31)
(94,138674.0)
(95,128448.48)
(96,132364.94)
(97,156343.71)
(98,180543.72)
(99,200717.6)
(100,200717.6)
(101,200015.72)
(102,191968.81)
(103,176383.35)
(104,155614.16)
(105,136325.68)
(106,120550.62)
(107,108264.74)
(108,113893.3)
(109,135926.7)
(110,166336.02)
(111,187366.59)
(112,191644.26)
(113,182455.05)
(114,166221.16)
(115,144729.45)
(116,119362.98)
(117,95512.36)
(118,72398.22)
(119,36503.64)
(120,39091.72)
###################
