||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PATH
calling 
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal\run_model_markov.jl
DATETIME
2025-04-28T13:23:02.076
RUN DESCRIPTION
LogLinearSDDP.AlgoParams(SDDP.AbstractStoppingRule[SDDP.TimeLimit(7200.0)], LogLinearSDDP.NoSimulation(), false, 2, 1, "C:/Users/cg4102/Documents/julia_logs/Cut-sharing Re-Run (2h)/Run_MC-SDDP_custom_model_22222/MC-SDDP.log", false, false, false, 22222, "MC-SDDP: 100 nodes, custom_model", :fitted_model)
-------------------------------------------------------------------
         SDDP.jl (c) Oscar Dowson and contributors, 2017-23
-------------------------------------------------------------------
problem
  nodes           : 11901
  state variables : 4
  scenarios       : 6.68857e+229
  existing cuts   : false
options
  solver          : serial mode
  risk measure    : SDDP.Expectation()
  sampling scheme : SDDP.Historical{String, Dict{String, Float64}}
subproblem structure
  VariableRef                                  : [142, 142]
  JuMP.AffExpr in MOI.EqualTo{Float64}         : [13, 13]
  JuMP.VariableRef in MOI.GreaterThan{Float64} : [138, 138]
  JuMP.VariableRef in MOI.LessThan{Float64}    : [129, 130]
-------------------------------------------------------------------
 iteration    simulation      bound        time (s)     solves  pid
-------------------------------------------------------------------
         1   2.075066e+09  7.822676e+05  8.930000e+00     10315   1
         2   1.278154e+09  1.196046e+06  1.234800e+01     20777   1
         3   1.283327e+09  2.549115e+06  1.557700e+01     31276   1
         4   1.123286e+09  1.439055e+07  1.869800e+01     41660   1
         5   7.685959e+08  1.544924e+07  2.197300e+01     52407   1
         6   5.800062e+08  2.277000e+07  2.497400e+01     62841   1
         7   3.760665e+08  2.321170e+07  2.822100e+01     73230   1
         8   7.732075e+08  3.415291e+07  3.128100e+01     83605   1
         9   3.126902e+08  3.416370e+07  3.438600e+01     94118   1
        10   7.885260e+08  3.420269e+07  3.731600e+01    104431   1
        11   8.273383e+08  3.434447e+07  4.025200e+01    115057   1
        12   5.119369e+08  3.482498e+07  4.320300e+01    125448   1
        13   5.432885e+08  3.929266e+07  4.620000e+01    135940   1
        14   5.993651e+08  3.957705e+07  4.922500e+01    146274   1
        15   4.850665e+08  4.777753e+07  5.223200e+01    156715   1
        16   1.059868e+09  5.008162e+07  5.509700e+01    166393   1
        17   4.120286e+08  5.150420e+07  5.830700e+01    176986   1
        18   6.803686e+08  5.407430e+07  6.145200e+01    187374   1
        19   3.123640e+08  5.646765e+07  6.460600e+01    197904   1
        20   4.441327e+08  5.908641e+07  6.776800e+01    208451   1
        21   5.922042e+08  6.082408e+07  7.085800e+01    219205   1
        22   6.859179e+08  6.281334e+07  7.383000e+01    229342   1
        23   7.094807e+08  6.451428e+07  7.681200e+01    239742   1
        24   4.840400e+08  6.722302e+07  7.998300e+01    250047   1
        25   3.132201e+08  7.009985e+07  8.306400e+01    260042   1
        26   2.931749e+08  7.010374e+07  8.643800e+01    270490   1
        27   2.692933e+08  7.011863e+07  8.975100e+01    281028   1
        28   6.868311e+08  7.012286e+07  9.295300e+01    291128   1
        29   2.459597e+08  7.301583e+07  9.623500e+01    301448   1
        30   2.285765e+08  7.374877e+07  1.022760e+02    311613   1
        31   2.111021e+08  7.768012e+07  1.054420e+02    322064   1
        32   2.668122e+08  7.779807e+07  1.085030e+02    332652   1
        33   3.326122e+08  7.781167e+07  1.113140e+02    342727   1
        34   2.005999e+08  8.039406e+07  1.144670e+02    353284   1
        35   3.552947e+08  8.110097e+07  1.173270e+02    363749   1
        36   5.377520e+08  8.110564e+07  1.202520e+02    373864   1
        37   8.175212e+08  8.271302e+07  1.231180e+02    383757   1
        38   4.388604e+08  8.303811e+07  1.261410e+02    394118   1
        39   5.526923e+08  8.419758e+07  1.291170e+02    404431   1
        40   2.954166e+08  8.497625e+07  1.323330e+02    415080   1
        41   9.361056e+08  8.776029e+07  1.353950e+02    425537   1
        42   1.394617e+09  9.322205e+07  1.384160e+02    435666   1
        43   6.682200e+08  9.567284e+07  1.415720e+02    446024   1
        44   3.347407e+08  9.588347e+07  1.447060e+02    456627   1
        45   2.146922e+08  9.619337e+07  1.479790e+02    467221   1
        46   7.786941e+08  9.907474e+07  1.510150e+02    477691   1
        47   4.150262e+08  1.015317e+08  1.542420e+02    488326   1
        48   3.976642e+08  1.017773e+08  1.574070e+02    498990   1
        49   2.255492e+08  1.034127e+08  1.605790e+02    509411   1
        50   2.920549e+08  1.035895e+08  1.639590e+02    519913   1
        51   7.120418e+08  1.036539e+08  1.671330e+02    530160   1
        52   2.269083e+08  1.049020e+08  1.703480e+02    540615   1
        53   3.904015e+08  1.050360e+08  1.736850e+02    551212   1
        54   2.503189e+08  1.066248e+08  1.769810e+02    561789   1
        55   2.427312e+08  1.075265e+08  1.803250e+02    572379   1
        56   2.931268e+08  1.086412e+08  1.836990e+02    583041   1
        57   4.723488e+08  1.086479e+08  1.869000e+02    593426   1
        58   4.628167e+08  1.087840e+08  1.902460e+02    604085   1
        59   1.104738e+09  1.095419e+08  1.934290e+02    614278   1
        60   4.287503e+08  1.116013e+08  1.966560e+02    624633   1
        61   4.988590e+08  1.126986e+08  2.027990e+02    635028   1
        62   2.284713e+08  1.139020e+08  2.059170e+02    645676   1
        63   6.457379e+08  1.139141e+08  2.089590e+02    656095   1
        64   3.562912e+08  1.163930e+08  2.121590e+02    666832   1
        65   3.649963e+08  1.236626e+08  2.153200e+02    677293   1
        66   3.632704e+08  1.241517e+08  2.184760e+02    687800   1
        67   5.732142e+08  1.247009e+08  2.215910e+02    697938   1
        68   1.055066e+09  1.257906e+08  2.247160e+02    708163   1
        69   2.097221e+08  1.270606e+08  2.279150e+02    718463   1
        70   2.442294e+08  1.283961e+08  2.311970e+02    729003   1
        71   2.771711e+08  1.297016e+08  2.343280e+02    739208   1
        72   4.715787e+08  1.297619e+08  2.375220e+02    749525   1
        73   4.199075e+08  1.325030e+08  2.409060e+02    760261   1
        74   1.833838e+08  1.337929e+08  2.441790e+02    770703   1
        75   3.113146e+08  1.348520e+08  2.473740e+02    781117   1
        76   2.827749e+08  1.351603e+08  2.505560e+02    790986   1
        77   6.994653e+08  1.360040e+08  2.537820e+02    801237   1
        78   5.299170e+08  1.363198e+08  2.570170e+02    811431   1
        79   6.475432e+08  1.379683e+08  2.603570e+02    821837   1
        80   4.651461e+08  1.381978e+08  2.636810e+02    832305   1
        81   2.808410e+08  1.393257e+08  2.670910e+02    842813   1
        82   4.325129e+08  1.397155e+08  2.704770e+02    853188   1
        83   3.251785e+08  1.413127e+08  2.739040e+02    863871   1
        84   2.090717e+08  1.418831e+08  2.773750e+02    874069   1
        85   3.760892e+08  1.448595e+08  2.807990e+02    884406   1
        86   3.147736e+08  1.456716e+08  2.843120e+02    895124   1
        87   1.991514e+08  1.456807e+08  2.876840e+02    904942   1
        88   2.915504e+08  1.457779e+08  2.911750e+02    915203   1
        89   2.382462e+08  1.458730e+08  2.945470e+02    925161   1
        90   5.215595e+08  1.464212e+08  2.980500e+02    935552   1
        91   4.825600e+08  1.466551e+08  3.044330e+02    945949   1
        92   2.583851e+08  1.468488e+08  3.078060e+02    956430   1
        93   2.997310e+08  1.469504e+08  3.111410e+02    967020   1
        94   3.128751e+08  1.482916e+08  3.145010e+02    977584   1
        95   3.346733e+08  1.486555e+08  3.179130e+02    988391   1
        96   1.966051e+08  1.487385e+08  3.213400e+02    999021   1
        97   3.906479e+08  1.489636e+08  3.247990e+02   1009651   1
        98   4.206514e+08  1.496916e+08  3.281780e+02   1019893   1
        99   3.976141e+08  1.503928e+08  3.316330e+02   1030420   1
       100   1.727916e+08  1.506337e+08  3.350920e+02   1041043   1
       101   3.761484e+08  1.511140e+08  3.385200e+02   1051702   1
       102   2.350032e+08  1.517215e+08  3.420090e+02   1062171   1
       103   9.913829e+08  1.521700e+08  3.454010e+02   1072517   1
       104   3.157885e+08  1.526139e+08  3.489960e+02   1083210   1
       105   4.261407e+08  1.540194e+08  3.523710e+02   1093294   1
       106   2.722939e+08  1.542114e+08  3.558590e+02   1103527   1
       107   4.540632e+08  1.545159e+08  3.593810e+02   1114058   1
       108   2.584804e+08  1.548152e+08  3.629240e+02   1124436   1
       109   1.147271e+09  1.555848e+08  3.664110e+02   1134595   1
       110   2.459346e+08  1.556288e+08  3.700240e+02   1144972   1
       111   3.992205e+08  1.556543e+08  3.736080e+02   1155332   1
       112   4.802231e+08  1.556970e+08  3.771520e+02   1165653   1
       113   6.489288e+08  1.558354e+08  3.807660e+02   1175996   1
       114   2.270902e+08  1.558413e+08  3.844150e+02   1186438   1
       115   7.621293e+08  1.559649e+08  3.880150e+02   1196806   1
       116   2.789482e+08  1.560297e+08  3.917510e+02   1207494   1
       117   4.258081e+08  1.561902e+08  3.955350e+02   1218058   1
       118   4.243383e+08  1.562060e+08  3.991730e+02   1228170   1
       119   2.984715e+08  1.571398e+08  4.029810e+02   1238644   1
       120   5.364342e+08  1.572312e+08  4.099450e+02   1249063   1
       121   3.558836e+08  1.574553e+08  4.135630e+02   1259583   1
       122   2.733768e+08  1.589649e+08  4.170860e+02   1269799   1
