,0,1,2,3
0,0.0195,0.0433,-0.0039,-0.0039
1,0.0433,0.4262,-0.0228,-0.044
2,-0.0039,-0.0228,0.0372,0.0062
3,-0.0039,-0.044,0.0062,0.0296
