,0,1,2,3
0,0.0422,-0.0129,0.0248,0.0171
1,-0.0129,0.1403,-0.0233,-0.0193
2,0.0248,-0.0233,0.0849,0.0203
3,0.0171,-0.0193,0.0203,0.0311
