1;1;0.3983;[0.38775191463254854, 3458.1397207634277];[0.0526 -0.0288 0.0276 0.0258; -0.0288 0.2309 -0.0438 -0.049; 0.0276 -0.0438 0.0623 0.0425; 0.0258 -0.049 0.0425 0.069]
2;1;0.6101;[0.6904381373067754, 2535.943113677367];[0.0638 -0.02 0.0439 0.035; -0.02 0.2059 -0.0234 -0.0167; 0.0439 -0.0234 0.1226 0.0735; 0.035 -0.0167 0.0735 0.0849]
3;1;0.5422;[0.475451007367922, 2611.008700668181];[0.0422 -0.0129 0.0248 0.0171; -0.0129 0.1403 -0.0233 -0.0193; 0.0248 -0.0233 0.0849 0.0203; 0.0171 -0.0193 0.0203 0.0311]
4;1;0.7477;[0.6617794834966783, 1273.6077689619874];[0.0241 -0.0144 0.0179 0.0135; -0.0144 0.2581 -0.0522 -0.033; 0.0179 -0.0522 0.0987 0.0368; 0.0135 -0.033 0.0368 0.03]
5;1;0.666;[0.7781655690758947, 1969.9839945820042];[0.0195 0.0433 -0.0039 -0.0039; 0.0433 0.4262 -0.0228 -0.044; -0.0039 -0.0228 0.0372 0.0062; -0.0039 -0.044 0.0062 0.0296]
6;1;0.4712;[0.6030104881868598, 3991.4184591960466];[0.0189 0.0107 0.001 -0.0006; 0.0107 0.2706 -0.0071 -0.0035; 0.001 -0.0071 0.0111 0.0053; -0.0006 -0.0035 0.0053 0.0165]
7;1;0.7535;[0.8277333757219868, 2043.901437327585];[0.0128 0.0256 0.0004 -0.001; 0.0256 0.2079 -0.0061 -0.0012; 0.0004 -0.0061 0.0047 0.0018; -0.001 -0.0012 0.0018 0.0094]
8;1;0.3964;[0.369839390828594, 4669.515010775834];[0.0146 0.0299 0.0011 0.0009; 0.0299 0.3548 -0.0038 0.0042; 0.0011 -0.0038 0.0036 0.0008; 0.0009 0.0042 0.0008 0.0052]
9;1;0.4875;[0.5995310770446622, 4875.885452717574];[0.0306 0.0179 0.0046 0.0006; 0.0179 0.2624 -0.0069 0.0062; 0.0046 -0.0069 0.008 0.0032; 0.0006 0.0062 0.0032 0.0144]
10;1;0.427;[0.49064723720966114, 6264.057408740153];[0.0496 0.023 0.015 0.0058; 0.023 0.2459 -0.0085 -0.0076; 0.015 -0.0085 0.0274 0.014; 0.0058 -0.0076 0.014 0.0305]
11;1;0.6196;[0.43706423597665833, 2933.4282971022894];[0.031 0.0256 0.0146 0.0066; 0.0256 0.2132 -0.0537 -0.0407; 0.0146 -0.0537 0.0821 0.0433; 0.0066 -0.0407 0.0433 0.0587]
12;1;0.5176;[0.3962581240013595, 2847.909467797911];[0.0385 -0.0034 0.0203 0.0175; -0.0034 0.2166 -0.0573 -0.062; 0.0203 -0.0573 0.0901 0.0633; 0.0175 -0.062 0.0633 0.0861]
