1;1;4.061101193422049;[0.6439575567253126];0.27989470474106226;0.8091616738847678
2;2;3.9364172090480087;[0.7818922443965599, -0.14444763837339106];0.3122856587915123;0.8162519969913773
3;1;3.5492083789863473;[0.6699152995599222];0.27809552428294765;0.7590120248954217
4;1;2.7990351585889615;[0.7166711840066599];0.25265801066579224;0.6213085366943657
5;1;2.2333312565163936;[0.7588507699561226];0.23479785146578983;0.6384865128061731
6;1;0.7137866824245105;[0.913542206132676];0.25028971933682803;0.5260245086165958
7;3;0.7081640255959916;[0.6809340947655405, -0.024228637488069645, 0.24357506774861346];0.23231563869765948;0.43074684492620313
8;1;1.2333860061917168;[0.8582894363351508];0.2278806497741581;0.511250320919434
9;1;-1.2161696144862155;[1.1218823168880014];0.3029419440387964;0.513363246409537
10;1;3.1764752667194696;[0.6928253668706311];0.3043515723505233;0.7123766905934926
11;1;3.9861310521974325;[0.6244764198432532];0.2509674364872771;0.7442049424163238
12;1;3.707412404883873;[0.6758491057164131];0.2660362761844965;0.7886093776898259
