1;56573.93;6913.7;14125.25;9961.08;
2;86210.38;3035.29;13168.57;12365.32;
3;88194.99;3231.45;18892.59;19134.02;
4;63853.06;2180.07;20907.16;19955.68;
5;42451.72;16912.88;14299.76;8773.57;
6;31784.58;15889.86;7186.5;4973.66;
7;25482.25;12667.53;5559.36;3433.84;
8;20428.78;5718.43;4824.29;2464.62;
9;22579.59;14810.55;4242.98;1908.13;
10;23674.58;7526.61;4030.32;1909.24;
11;25773.76;4199.76;5863.03;3746.24;
12;38375.48;5062.27;6256.49;4864.49;
13;56324.81;4905.63;11137.33;8048.08;
14;61326.06;7596.87;13524.3;11834.61;
15;50666.21;8531.67;9711.88;12453.84;
16;35134.55;22061.7;6163.4;9197.36;
17;26391.49;16345.18;4278.01;5706.71;
18;24976.24;13510.24;3856.12;3853.09;
19;19715.07;9587.54;3505.1;2508.7;
20;16681.17;6743.23;2977.42;1559.29;
21;14900.06;12961.52;2715.01;1285.68;
22;22241.44;12948.86;2784.09;1616.62;
23;24857.83;5429.92;5519.61;3095.74;
24;48820.25;7230.44;10225.14;5487.31;
25;65418.28;2741.27;14894.38;8410.89;
26;50622.35;3305.3;16900.66;11814.88;
27;39626.66;2982.78;10348.39;11806.98;
28;34132.44;1788.6;8674.78;12100.98;
29;24049.68;2254.98;5985.75;8106.99;
30;18866.76;2454.48;4070.03;4119.02;
31;16643.39;2643.32;3778.06;2499.51;
32;14091.54;3949.77;3280.58;1733.91;
33;13622.3;5693.43;2746.51;1235.2;
34;17223.78;11292.29;3251.36;1209.75;
35;18382.37;4741.56;5568.33;3164.13;
36;36035.29;1981.64;9968.78;5971.09;
37;46225.09;3889.74;17872.77;10140.55;
38;36548.38;8592.89;14160.46;9533.88;
39;34912.1;5408.01;8393.24;11527.77;
40;26438.7;7489.35;5256.22;10766.85;
41;18650.63;6441.44;5434.2;8204.97;
42;14006.06;4817.96;3639.9;4054.89;
43;11770.81;3820.98;3056.73;2454.92;
44;9853.44;5158.43;2769.4;1681.34;
45;11856.25;5639.16;3028.44;862.74;
46;12895.0;6509.95;3035.99;1341.26;
47;13675.65;2721.96;3004.45;1565.06;
48;33566.12;5455.27;5006.69;4363.04;
49;54454.44;2906.61;12961.77;10717.04;
50;71956.66;2243.54;16846.85;15184.87;
51;61237.49;3765.85;17225.48;15333.77;
52;53970.29;2145.02;13641.79;19499.74;
53;34126.85;1392.47;12534.47;13137.73;
54;25895.28;4691.32;6137.82;7018.65;
55;19805.02;9195.42;4750.92;3846.98;
56;19722.22;13241.91;3756.76;2928.78;
57;18185.73;16417.5;3164.24;2196.43;
58;34719.86;34382.48;3173.36;2188.02;
59;26170.8;8898.61;3744.12;3250.63;
60;32124.56;9803.21;6990.38;6612.12;
61;36904.06;9737.34;8523.07;8628.96;
62;29432.11;3607.14;8119.92;11269.2;
63;53014.61;2976.5;12079.7;16213.87;
64;36368.0;2062.52;8956.44;14218.97;
65;24157.0;5762.44;6601.81;10086.17;
66;17560.63;24231.46;4022.12;4848.07;
67;14598.96;9182.69;3332.63;3011.87;
68;13791.27;14647.94;2855.07;2133.97;
69;16933.27;12224.83;2579.08;1476.71;
70;14100.3;12824.89;2905.28;1611.37;
71;18474.87;7080.66;4501.9;2505.7;
72;34290.25;4316.23;7883.92;4502.39;
73;63167.23;4582.36;13395.37;7064.74;
74;43954.14;4208.33;16599.45;9667.55;
75;39017.37;7555.76;13607.31;10375.39;
76;34697.79;6293.03;9788.14;11806.64;
77;27048.98;3756.55;7269.49;8396.94;
78;22867.57;2890.71;4463.72;4134.98;
79;16242.66;4532.13;3735.09;2579.41;
80;13783.62;6524.4;3133.63;1672.59;
81;11970.17;7956.42;2719.55;842.62;
82;21494.52;11637.88;2683.63;1157.39;
83;35288.86;11490.19;6520.07;3160.66;
84;53507.52;5104.42;13725.98;7175.51;
85;53094.33;7840.34;17993.41;10657.33;
86;44583.71;12965.38;13539.99;10641.42;
87;39865.91;4249.08;11837.59;11954.18;
88;30264.9;6231.25;7454.47;11609.86;
89;25159.6;13496.43;5172.17;7238.42;
90;20503.86;17790.4;4258.5;3820.21;
91;18432.14;19485.03;3478.98;2420.62;
92;16084.08;5641.54;3053.68;1674.01;
93;14380.42;5128.03;2861.11;1138.93;
94;18543.84;4695.83;2701.98;1171.22;
95;22375.13;4601.54;4012.34;2040.69;
96;40660.84;2964.11;8782.96;4553.24;
97;57789.86;3721.57;15030.43;7906.38;
98;57341.71;4460.79;17196.18;11436.23;
99;33536.13;8754.54;15825.48;9278.02;
100;28425.56;5662.84;6540.44;9711.69;
101;24575.7;10844.57;4810.39;6335.44;
102;20012.75;7940.98;3853.22;3441.62;
103;16450.07;7082.37;3315.28;2447.4;
104;13288.76;4163.03;3117.6;1806.77;
105;12216.26;9671.52;2897.99;1233.34;
106;13892.23;5758.04;3750.94;1988.67;
107;24938.91;13975.67;3212.78;3160.77;
108;37136.7;19844.04;5102.14;4548.33;
109;53804.88;9954.86;9527.25;8621.24;
110;74363.92;6994.78;14465.81;15874.92;
111;67971.8;3969.89;20019.52;21189.92;
112;37107.11;7730.53;14581.88;17997.41;
113;28752.32;7979.06;6266.04;9190.61;
114;20888.76;5307.35;4448.53;5224.86;
115;16492.85;5964.76;3554.91;3521.19;
116;13648.88;7890.84;3187.34;2663.14;
117;12173.68;4602.43;2635.62;2044.32;
118;14404.61;7245.19;2809.41;2275.82;
119;29658.3;4130.68;5819.06;3999.28;
120;34050.49;6208.27;12219.55;7233.94;
1;56324.81;4905.63;11137.33;8048.08;
2;61326.06;7596.87;13524.3;11834.61;
3;50666.21;8531.67;9711.88;12453.84;
4;35134.55;22061.7;6163.4;9197.36;
5;26391.49;16345.18;4278.01;5706.71;
6;24976.24;13510.24;3856.12;3853.09;
7;19715.07;9587.54;3505.1;2508.7;
8;16681.17;6743.23;2977.42;1559.29;
9;14900.06;12961.52;2715.01;1285.68;
10;22241.44;12948.86;2784.09;1616.62;
11;24857.83;5429.92;5519.61;3095.74;
12;48820.25;7230.44;10225.14;5487.31;
13;65418.28;2741.27;14894.38;8410.89;
14;50622.35;3305.3;16900.66;11814.88;
15;39626.66;2982.78;10348.39;11806.98;
16;34132.44;1788.6;8674.78;12100.98;
17;24049.68;2254.98;5985.75;8106.99;
18;18866.76;2454.48;4070.03;4119.02;
19;16643.39;2643.32;3778.06;2499.51;
20;14091.54;3949.77;3280.58;1733.91;
21;13622.3;5693.43;2746.51;1235.2;
22;17223.78;11292.29;3251.36;1209.75;
23;18382.37;4741.56;5568.33;3164.13;
24;36035.29;1981.64;9968.78;5971.09;
25;46225.09;3889.74;17872.77;10140.55;
26;36548.38;8592.89;14160.46;9533.88;
27;34912.1;5408.01;8393.24;11527.77;
28;26438.7;7489.35;5256.22;10766.85;
29;18650.63;6441.44;5434.2;8204.97;
30;14006.06;4817.96;3639.9;4054.89;
31;11770.81;3820.98;3056.73;2454.92;
32;9853.44;5158.43;2769.4;1681.34;
33;11856.25;5639.16;3028.44;862.74;
34;12895.0;6509.95;3035.99;1341.26;
35;13675.65;2721.96;3004.45;1565.06;
36;33566.12;5455.27;5006.69;4363.04;
37;54454.44;2906.61;12961.77;10717.04;
38;71956.66;2243.54;16846.85;15184.87;
39;61237.49;3765.85;17225.48;15333.77;
40;53970.29;2145.02;13641.79;19499.74;
41;34126.85;1392.47;12534.47;13137.73;
42;25895.28;4691.32;6137.82;7018.65;
43;19805.02;9195.42;4750.92;3846.98;
44;19722.22;13241.91;3756.76;2928.78;
45;18185.73;16417.5;3164.24;2196.43;
46;34719.86;34382.48;3173.36;2188.02;
47;26170.8;8898.61;3744.12;3250.63;
48;32124.56;9803.21;6990.38;6612.12;
49;36904.06;9737.34;8523.07;8628.96;
50;29432.11;3607.14;8119.92;11269.2;
51;53014.61;2976.5;12079.7;16213.87;
52;36368.0;2062.52;8956.44;14218.97;
53;24157.0;5762.44;6601.81;10086.17;
54;17560.63;24231.46;4022.12;4848.07;
55;14598.96;9182.69;3332.63;3011.87;
56;13791.27;14647.94;2855.07;2133.97;
57;16933.27;12224.83;2579.08;1476.71;
58;14100.3;12824.89;2905.28;1611.37;
59;18474.87;7080.66;4501.9;2505.7;
60;34290.25;4316.23;7883.92;4502.39;
61;63167.23;4582.36;13395.37;7064.74;
62;43954.14;4208.33;16599.45;9667.55;
63;39017.37;7555.76;13607.31;10375.39;
64;34697.79;6293.03;9788.14;11806.64;
65;27048.98;3756.55;7269.49;8396.94;
66;22867.57;2890.71;4463.72;4134.98;
67;16242.66;4532.13;3735.09;2579.41;
68;13783.62;6524.4;3133.63;1672.59;
69;11970.17;7956.42;2719.55;842.62;
70;21494.52;11637.88;2683.63;1157.39;
71;35288.86;11490.19;6520.07;3160.66;
72;53507.52;5104.42;13725.98;7175.51;
73;53094.33;7840.34;17993.41;10657.33;
74;44583.71;12965.38;13539.99;10641.42;
75;39865.91;4249.08;11837.59;11954.18;
76;30264.9;6231.25;7454.47;11609.86;
