||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PATH
calling 
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal\run_model_markov.jl
DATETIME
2025-05-01T22:52:33.197
RUN DESCRIPTION
LogLinearSDDP.AlgoParams(SDDP.AbstractStoppingRule[SDDP.TimeLimit(7200.0)], LogLinearSDDP.NoSimulation(), false, 2, 1, "C:/Users/cg4102/Documents/julia_logs/Cut-sharing Re-Run - NoCS (2h)/Run_MC-SDDP_fitted_model_33333/MC-SDDP.log", false, false, false, 33333, "MC-SDDP: 100 nodes, fitted_model", :fitted_model)
-------------------------------------------------------------------
         SDDP.jl (c) Oscar Dowson and contributors, 2017-23
-------------------------------------------------------------------
problem
  nodes           : 11901
  state variables : 4
  scenarios       : 6.68857e+229
  existing cuts   : false
options
  solver          : serial mode
  risk measure    : SDDP.Expectation()
  sampling scheme : SDDP.Historical{String, Dict{String, Float64}}
subproblem structure
  VariableRef                                  : [142, 142]
  JuMP.AffExpr in MOI.EqualTo{Float64}         : [13, 13]
  JuMP.VariableRef in MOI.GreaterThan{Float64} : [138, 138]
  JuMP.VariableRef in MOI.LessThan{Float64}    : [129, 130]
-------------------------------------------------------------------
 iteration    simulation      bound        time (s)     solves  pid
-------------------------------------------------------------------
         1   1.486783e+09  7.288464e+05  1.491300e+01     10317   1
         2   1.190409e+09  8.501849e+05  1.931200e+01     20876   1
         3   1.208805e+09  9.441869e+05  2.303200e+01     31200   1
         4   5.843331e+08  2.305253e+06  2.626100e+01     41546   1
         5   5.552142e+08  5.097141e+06  3.015800e+01     52029   1
         6   5.615735e+08  5.283979e+06  3.312000e+01     62542   1
         7   5.518472e+08  5.284645e+06  3.633300e+01     72928   1
         8   9.940797e+08  1.940812e+07  3.922800e+01     83235   1
         9   3.190491e+08  3.509110e+07  4.216900e+01     93806   1
        10   4.456445e+08  4.155410e+07  4.504000e+01    104582   1
        11   3.634298e+08  4.472944e+07  4.832000e+01    115287   1
        12   4.404148e+08  4.521092e+07  5.128100e+01    125867   1
        13   3.963664e+08  5.405893e+07  5.415100e+01    136256   1
        14   5.947940e+08  6.480796e+07  5.715300e+01    146915   1
        15   3.712216e+08  6.498082e+07  6.065800e+01    157352   1
        16   2.418822e+08  6.620655e+07  6.324500e+01    167677   1
        17   3.447215e+08  6.696097e+07  6.709400e+01    178269   1
        18   2.980870e+08  6.875677e+07  6.983500e+01    188768   1
        19   3.093930e+08  6.952013e+07  7.234500e+01    199174   1
        20   2.034352e+08  7.083499e+07  7.499900e+01    209839   1
        21   3.768647e+08  7.233535e+07  7.752100e+01    220174   1
        22   2.417041e+08  7.233900e+07  8.013300e+01    230224   1
        23   2.651958e+08  7.280960e+07  8.284600e+01    240943   1
        24   4.899332e+08  7.967859e+07  8.558800e+01    251363   1
        25   2.458399e+08  8.097808e+07  8.867700e+01    261557   1
        26   2.880211e+08  8.189030e+07  9.231000e+01    272132   1
        27   2.706304e+08  8.366183e+07  9.652100e+01    282511   1
        28   6.133292e+08  8.437701e+07  1.008500e+02    292919   1
        29   1.941075e+08  8.447422e+07  1.050340e+02    303002   1
        30   3.015839e+08  8.589796e+07  1.106030e+02    313534   1
        31   2.928390e+08  8.786471e+07  1.151460e+02    323846   1
        32   2.185756e+08  8.878970e+07  1.199870e+02    334131   1
        33   3.279069e+08  9.128639e+07  1.252100e+02    344664   1
        34   2.926140e+08  9.394973e+07  1.305070e+02    355359   1
        35   5.675750e+08  9.433971e+07  1.356950e+02    365762   1
        36   3.365614e+08  9.640488e+07  1.415430e+02    376357   1
        37   2.185530e+08  9.715320e+07  1.473830e+02    386977   1
        38   4.564831e+08  9.850780e+07  1.507430e+02    397351   1
        39   2.614600e+08  9.943036e+07  1.535630e+02    407467   1
        40   1.965853e+08  1.020532e+08  1.571890e+02    417772   1
        41   2.000974e+08  1.021401e+08  1.620190e+02    428315   1
        42   2.783285e+08  1.025658e+08  1.689370e+02    438459   1
        43   1.996370e+08  1.035091e+08  1.762140e+02    448760   1
        44   3.320833e+08  1.035585e+08  1.844450e+02    459122   1
        45   2.304198e+08  1.038363e+08  1.937200e+02    469492   1
        46   2.116519e+08  1.063222e+08  2.023960e+02    479540   1
        47   1.787266e+08  1.064398e+08  2.117370e+02    489879   1
        48   4.425905e+08  1.103254e+08  2.217250e+02    500180   1
        49   2.376639e+08  1.105412e+08  2.322950e+02    510449   1
        50   3.692128e+08  1.168823e+08  2.445380e+02    520970   1
        51   2.453267e+08  1.171667e+08  2.570520e+02    531295   1
        52   3.026232e+08  1.178294e+08  2.695280e+02    541679   1
        53   2.680037e+08  1.208635e+08  2.824080e+02    552124   1
        54   1.530059e+08  1.222157e+08  2.953520e+02    562330   1
        55   5.357005e+08  1.241029e+08  3.097520e+02    572746   1
        56   2.315809e+08  1.250462e+08  3.234510e+02    583302   1
        57   2.443476e+08  1.271090e+08  3.369810e+02    593865   1
        58   3.373468e+08  1.271525e+08  3.500070e+02    604387   1
        59   4.864533e+08  1.271974e+08  3.636570e+02    614601   1
        60   2.575128e+08  1.272008e+08  3.797180e+02    625374   1
        61   3.181509e+08  1.275182e+08  3.955640e+02    635705   1
        62   2.081815e+08  1.288627e+08  4.122090e+02    646269   1
        63   1.929072e+08  1.295848e+08  4.291660e+02    656638   1
        64   2.397657e+08  1.297197e+08  4.462310e+02    667090   1
        65   2.387968e+08  1.308053e+08  4.632920e+02    677065   1
        66   3.161208e+08  1.314451e+08  4.810210e+02    687278   1
        67   4.399367e+08  1.314485e+08  5.012790e+02    697814   1
        68   4.621131e+08  1.315963e+08  5.206280e+02    708130   1
        69   2.068871e+08  1.321863e+08  5.411040e+02    718615   1
        70   2.972442e+08  1.330031e+08  5.621840e+02    729114   1
        71   1.828172e+08  1.333939e+08  5.831720e+02    739400   1
        72   4.718239e+08  1.342553e+08  6.036220e+02    749495   1
        73   2.329263e+08  1.342553e+08  6.252790e+02    760067   1
        74   1.878290e+08  1.343583e+08  6.449060e+02    770066   1
        75   7.681709e+08  1.343996e+08  6.631710e+02    780057   1
        76   2.819623e+08  1.348449e+08  6.819220e+02    790395   1
        77   3.125241e+08  1.348787e+08  7.001790e+02    800633   1
        78   2.737213e+08  1.366767e+08  7.197040e+02    811360   1
        79   6.729132e+08  1.379786e+08  7.387210e+02    821545   1
        80   3.237311e+08  1.413785e+08  7.589310e+02    832290   1
        81   2.111448e+08  1.418845e+08  7.772890e+02    842619   1
        82   2.403307e+08  1.437878e+08  7.956460e+02    853059   1
        83   2.155152e+08  1.451353e+08  8.120350e+02    862780   1
        84   2.323792e+08  1.451741e+08  8.291740e+02    872898   1
        85   4.128282e+08  1.457111e+08  8.463630e+02    883062   1
        86   5.041221e+08  1.457390e+08  8.639440e+02    893280   1
        87   2.161658e+08  1.461270e+08  8.818540e+02    903602   1
        88   3.951068e+08  1.461444e+08  9.009760e+02    914021   1
        89   2.663824e+08  1.461902e+08  9.206450e+02    924232   1
        90   6.646438e+08  1.463211e+08  9.410910e+02    934596   1
        91   1.659257e+08  1.482512e+08  9.631770e+02    945169   1
        92   4.803529e+08  1.482817e+08  9.851850e+02    955457   1
        93   4.606695e+08  1.483033e+08  1.007417e+03    965819   1
        94   2.142363e+08  1.500103e+08  1.031185e+03    976415   1
        95   2.541974e+08  1.500150e+08  1.055393e+03    986798   1
        96   1.717219e+08  1.511592e+08  1.081101e+03    997266   1
        97   2.033339e+08  1.511637e+08  1.107216e+03   1007580   1
        98   2.310018e+08  1.515711e+08  1.133509e+03   1017764   1
        99   3.674094e+08  1.523663e+08  1.161716e+03   1028338   1
       100   2.341058e+08  1.525563e+08  1.189646e+03   1038474   1
       101   4.373556e+08  1.529338e+08  1.218574e+03   1048797   1
       102   2.025708e+08  1.529378e+08  1.245672e+03   1058757   1
