||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PATH
calling 
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal\run_model_markov.jl
DATETIME
2025-05-01T16:52:16.066
RUN DESCRIPTION
LogLinearSDDP.AlgoParams(SDDP.AbstractStoppingRule[SDDP.TimeLimit(7200.0)], LogLinearSDDP.NoSimulation(), false, 2, 1, "C:/Users/cg4102/Documents/julia_logs/Cut-sharing Re-Run - NoCS (2h)/Run_MC-SDDP_fitted_model_11111/MC-SDDP.log", false, false, false, 11111, "MC-SDDP: 100 nodes, fitted_model", :fitted_model)
-------------------------------------------------------------------
         SDDP.jl (c) Oscar Dowson and contributors, 2017-23
-------------------------------------------------------------------
problem
  nodes           : 11901
  state variables : 4
  scenarios       : 6.68857e+229
  existing cuts   : false
options
  solver          : serial mode
  risk measure    : SDDP.Expectation()
  sampling scheme : SDDP.Historical{String, Dict{String, Float64}}
subproblem structure
  VariableRef                                  : [142, 142]
  JuMP.AffExpr in MOI.EqualTo{Float64}         : [13, 13]
  JuMP.VariableRef in MOI.GreaterThan{Float64} : [138, 138]
  JuMP.VariableRef in MOI.LessThan{Float64}    : [129, 130]
-------------------------------------------------------------------
 iteration    simulation      bound        time (s)     solves  pid
-------------------------------------------------------------------
         1   1.328842e+09  7.281976e+05  2.945700e+01     10408   1
         2   1.311041e+09  2.575724e+06  3.480900e+01     20766   1
         3   1.247215e+09  2.663000e+06  3.865200e+01     30897   1
         4   7.735396e+08  3.259327e+06  4.210800e+01     41503   1
         5   7.715096e+08  3.316721e+06  4.512100e+01     51909   1
         6   5.772321e+08  6.070677e+06  4.939600e+01     62369   1
         7   6.567286e+08  2.209167e+07  5.272000e+01     72741   1
         8   6.360452e+08  2.469509e+07  5.573500e+01     83169   1
         9   3.794158e+08  3.029248e+07  5.877000e+01     93676   1
        10   6.051510e+08  4.211764e+07  6.170900e+01    103962   1
        11   2.482500e+08  4.235900e+07  6.489100e+01    114302   1
        12   2.421633e+08  4.628941e+07  6.770700e+01    123917   1
        13   4.163162e+08  4.796049e+07  7.044300e+01    134003   1
        14   6.154273e+08  5.757483e+07  7.344800e+01    144375   1
        15   4.113702e+08  5.824437e+07  7.680700e+01    154530   1
        16   2.437144e+08  6.161601e+07  7.942000e+01    164913   1
        17   2.236906e+08  6.181279e+07  8.204500e+01    174913   1
        18   1.712129e+08  6.480177e+07  8.567200e+01    184924   1
        19   3.563803e+08  6.983799e+07  8.849300e+01    195341   1
        20   2.558257e+08  7.044788e+07  9.131500e+01    205666   1
        21   7.754831e+08  7.347220e+07  9.418700e+01    215568   1
        22   3.247826e+08  8.140576e+07  9.688500e+01    226014   1
        23   4.934421e+08  8.301569e+07  9.956000e+01    236144   1
        24   1.982564e+08  8.302883e+07  1.023480e+02    246763   1
        25   2.193210e+08  8.421951e+07  1.054070e+02    257257   1
        26   4.100962e+08  8.452424e+07  1.088850e+02    267645   1
        27   4.352136e+08  8.546258e+07  1.131360e+02    278165   1
        28   3.175851e+08  8.638724e+07  1.177230e+02    288597   1
        29   4.364967e+08  8.638751e+07  1.243700e+02    299336   1
        30   1.459792e+08  8.661718e+07  1.306690e+02    309647   1
        31   5.329945e+08  8.698822e+07  1.371650e+02    319764   1
        32   2.094049e+08  8.753496e+07  1.438250e+02    330148   1
        33   2.429774e+08  8.830290e+07  1.504020e+02    340940   1
        34   2.007154e+08  8.916749e+07  1.560110e+02    351666   1
        35   3.013464e+08  8.919097e+07  1.612370e+02    362170   1
        36   2.340428e+08  8.992771e+07  1.667040e+02    372823   1
        37   3.217109e+08  9.105437e+07  1.721940e+02    383212   1
        38   2.641988e+08  9.232790e+07  1.756960e+02    393439   1
        39   3.006777e+08  9.240380e+07  1.786370e+02    403909   1
        40   2.224210e+08  9.272566e+07  1.824720e+02    414275   1
        41   7.842121e+08  9.298305e+07  1.883180e+02    424755   1
        42   4.442552e+08  9.353217e+07  1.941020e+02    434217   1
        43   2.142321e+08  1.015101e+08  2.021280e+02    444724   1
        44   2.586868e+08  1.041610e+08  2.105740e+02    455123   1
        45   3.189541e+08  1.044069e+08  2.199700e+02    465437   1
        46   2.606199e+08  1.044846e+08  2.311760e+02    475457   1
        47   3.754916e+08  1.066236e+08  2.443560e+02    485678   1
        48   3.999095e+08  1.084887e+08  2.586070e+02    496110   1
        49   1.863942e+08  1.085990e+08  2.726460e+02    506228   1
        50   1.692273e+08  1.089494e+08  2.872770e+02    516460   1
        51   2.838839e+08  1.095654e+08  3.023890e+02    526944   1
        52   2.251317e+08  1.096521e+08  3.168530e+02    537276   1
        53   4.611281e+08  1.118396e+08  3.304720e+02    547681   1
        54   1.145992e+09  1.140430e+08  3.438510e+02    558050   1
        55   3.517763e+08  1.143513e+08  3.576360e+02    568198   1
        56   2.898034e+08  1.147458e+08  3.718730e+02    578578   1
        57   2.013557e+08  1.155087e+08  3.860010e+02    588701   1
        58   2.173571e+08  1.157588e+08  4.008440e+02    599361   1
