||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PATH
calling 
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal\run_model_linearized.jl
DATETIME
2025-04-03T12:49:52.344
RUN DESCRIPTION
LogLinearSDDP.AlgoParams(SDDP.AbstractStoppingRule[SDDP.TimeLimit(7200.0)], LogLinearSDDP.Simulation(SDDP.InSampleMonteCarlo(0, false, true, SDDP.var"#155#158"{SDDP.var"#156#159"}(SDDP.var"#156#159"(), Core.Box(0)), nothing), 2000, 11111), false, 2, 1, "C:/Users/cg4102/Documents/julia_logs/Cut-sharing Final Run (2h) - NoCS/Run_shapiro_model_33333/LinearizedSDDP.log", false, false, false, 33333, "", :fitted_model)
-------------------------------------------------------------------
         SDDP.jl (c) Oscar Dowson and contributors, 2017-23
-------------------------------------------------------------------
problem
  nodes           : 120
  state variables : 8
  scenarios       : 1.00000e+238
  existing cuts   : false
options
  solver          : serial mode
  risk measure    : SDDP.Expectation()
  sampling scheme : SDDP.InSampleMonteCarlo
subproblem structure
  VariableRef                                  : [170, 174]
  JuMP.AffExpr in MOI.EqualTo{Float64}         : [13, 13]
  JuMP.VariableRef in MOI.EqualTo{Float64}     : [1, 1]
  JuMP.VariableRef in MOI.GreaterThan{Float64} : [157, 157]
  JuMP.VariableRef in MOI.LessThan{Float64}    : [148, 149]
-------------------------------------------------------------------
 iteration    simulation      bound        time (s)     solves  pid
-------------------------------------------------------------------
         1   2.140807e+09  2.450955e+05  2.172000e+00     12021   1
         2   1.543534e+09  2.450955e+05  4.344000e+00     24042   1
         3   1.797719e+09  1.271965e+06  6.500000e+00     36063   1
         4   9.595716e+08  2.272322e+06  8.656000e+00     48084   1
         5   1.047902e+09  5.014556e+06  1.084400e+01     60105   1
         6   1.031792e+09  5.065016e+06  1.301600e+01     72126   1
         7   8.791732e+08  5.145987e+06  1.518800e+01     84147   1
         8   1.234495e+09  6.162313e+06  1.740700e+01     96168   1
         9   4.202386e+08  6.240746e+06  1.961100e+01    108189   1
        10   6.799945e+08  7.411870e+06  2.181400e+01    120210   1
        11   4.683658e+08  7.510258e+06  2.403200e+01    132231   1
        12   6.807546e+08  9.857361e+06  2.623600e+01    144252   1
        13   6.420688e+08  1.630655e+07  2.842400e+01    156273   1
        14   8.724995e+08  1.816238e+07  3.067400e+01    168294   1
        15   4.904488e+08  1.838701e+07  3.287700e+01    180315   1
        16   2.638907e+08  2.225295e+07  3.506500e+01    192336   1
        17   4.677548e+08  2.238342e+07  3.728400e+01    204357   1
        18   4.049512e+08  2.278341e+07  3.942500e+01    216378   1
        19   4.634484e+08  2.414484e+07  4.162900e+01    228399   1
        20   3.445507e+08  6.385084e+07  4.383200e+01    240420   1
        21   5.642841e+08  6.385084e+07  4.609800e+01    252441   1
        22   4.265236e+08  6.390398e+07  4.833300e+01    264462   1
        23   3.746324e+08  6.445490e+07  5.061400e+01    276483   1
        24   6.942480e+08  6.446927e+07  5.286400e+01    288504   1
        25   3.140509e+08  6.492793e+07  5.510000e+01    300525   1
