(1,18154.87)
(2,19733.08)
(3,20224.11)
(4,14625.05)
(5,9087.78)
(6,5707.18)
(7,4563.23)
(8,3945.14)
(9,3538.94)
(10,3934.04)
(11,6421.84)
(12,10590.83)
(13,14537.27)
(14,16269.95)
(15,16717.21)
(16,12200.89)
(17,7579.48)
(18,5062.66)
(19,4157.87)
(20,3639.67)
(21,3296.36)
(22,3688.76)
(23,5715.34)
(24,9916.36)
(25,14629.45)
(26,15790.91)
(27,16122.54)
(28,12313.83)
(29,7611.04)
(30,4987.32)
(31,4121.19)
(32,3619.45)
(33,3301.69)
(34,3699.35)
(35,6084.47)
(36,10883.76)
(37,14492.44)
(38,15205.83)
(39,15414.46)
(40,12578.26)
(41,7247.32)
(42,4824.72)
(43,4002.95)
(44,3506.25)
(45,3159.75)
(46,3455.22)
(47,5928.69)
(48,11438.74)
(49,14972.23)
(50,16947.77)
(51,17244.47)
(52,13609.06)
(53,8256.12)
(54,5356.14)
(55,4342.48)
(56,3807.66)
(57,3409.98)
(58,3666.67)
(59,5930.83)
(60,10651.2)
(61,15074.68)
(62,15844.0)
(63,15681.05)
(64,12713.6)
(65,7936.42)
(66,5234.96)
(67,4283.34)
(68,3759.28)
(69,3370.85)
(70,3646.32)
(71,6015.09)
(72,10499.94)
(73,15096.4)
(74,15515.5)
(75,15194.05)
(76,13032.25)
(77,7846.2)
(78,5190.56)
(79,4284.14)
(80,3717.39)
(81,3327.8)
(82,3660.75)
(83,6214.56)
(84,11217.88)
(85,15193.48)
(86,16792.41)
(87,17659.0)
(88,13676.21)
(89,8334.58)
(90,5389.48)
(91,4371.44)
(92,3794.19)
(93,3376.9)
(94,3733.28)
(95,5990.9)
(96,10676.35)
(97,15305.82)
(98,15751.44)
(99,15989.62)
(100,12817.67)
(101,7963.12)
(102,5209.38)
(103,4309.6)
(104,3736.62)
(105,3331.17)
(106,3592.54)
(107,5567.23)
(108,11060.94)
(109,15277.23)
(110,14641.45)
(111,15754.65)
(112,11957.27)
(113,7380.33)
(114,4937.89)
(115,4082.19)
(116,3562.57)
(117,3177.61)
(118,3414.67)
(119,5901.5)
(120,10615.23)
###################
(1,18154.87)
(2,10565.16)
(3,9078.13)
(4,6280.73)
(5,3923.22)
(6,3274.87)
(7,2959.82)
(8,2594.34)
(9,2315.22)
(10,2285.65)
(11,2942.25)
