(1,18778.7,55746.3,0.0,0.0,9338.31,221.36)
(2,18956.81,56834.19,0.0,0.0,10251.15,1755.26)
(3,18966.64,57405.36,143.68,164200.77,9513.8,6234.08)
(4,18695.54,56356.46,107.22,122527.75,9934.02,7579.48)
(5,19044.69,54756.31,356.84,547236.02,10375.15,2951.04)
(6,19273.01,54036.99,518.69,700713.21,10344.16,914.5)
(7,19572.48,53743.52,743.65,1.06304043e6,11307.8,937.95)
(8,20032.17,54311.83,1230.93,3.36185546e6,11696.79,470.62)
(9,20217.37,54553.63,1358.6,4.11752385e6,11602.84,654.72)
(10,20860.56,54454.44,2123.22,6.89078662e6,11073.54,883.22)
(11,20673.69,54392.31,1919.18,6.32769883e6,10642.62,616.19)
(12,19082.09,55063.91,656.59,1.39324929e6,9431.73,589.33)
(13,18438.53,56086.47,554.0,633113.48,9931.54,1492.34)
(14,18385.11,57405.89,576.7,945454.0,9774.31,5123.76)
(15,18411.26,57960.74,830.56,1.44985835e6,9530.4,7692.61)
(16,18171.53,56880.47,802.49,1.41340117e6,9358.73,6321.0)
(17,19035.71,54765.29,920.06,1.79491653e6,9646.88,2732.89)
(18,19513.9,53796.1,1069.89,2.04933941e6,9632.56,1130.61)
(19,20395.09,52920.91,1697.97,4.29877451e6,10231.78,1168.87)
(20,21239.93,53104.07,2559.16,8.00470509e6,10379.95,672.34)
(21,21650.51,53120.49,3006.5,1.057962832e7,10317.15,669.94)
(22,21808.59,53506.41,3280.8,1.187364899e7,10897.66,847.33)
(23,21430.98,53635.02,2727.23,9.44871284e6,10673.46,782.36)
(24,19278.59,54867.41,878.75,2.18139058e6,8943.29,534.36)
(25,18943.88,55581.12,759.3,981544.67,9860.12,1266.85)
(26,18463.26,57327.74,665.75,1.07316586e6,9893.21,5053.69)
(27,18399.24,57972.76,962.62,1.57257128e6,10020.76,8061.99)
(28,18487.6,56564.4,971.79,1.55552577e6,9840.91,6064.3)
(29,19764.0,54037.0,1140.23,1.65165819e6,10060.88,3124.89)
(30,19997.72,53312.28,1175.69,2.82964191e6,10116.4,1160.0)
(31,20345.16,52970.84,1593.29,4.75403152e6,10400.64,1192.69)
(32,20875.71,53468.29,2321.82,7.95182994e6,10741.46,672.34)
(33,21447.03,53323.97,2914.23,1.041304623e7,10169.27,676.9)
(34,21709.12,53605.88,3167.87,1.185097748e7,10436.51,1374.07)
(35,21301.65,53764.35,2676.44,9.42257743e6,9982.73,798.68)
(36,18895.66,55250.34,605.76,1.27556433e6,9705.95,494.41)
(37,18599.27,55925.73,496.75,681502.13,10640.83,1153.58)
(38,18417.72,57373.28,697.62,1.18119424e6,10117.46,6008.96)
(39,18496.01,57875.99,848.2,1.31379619e6,10167.11,7737.24)
(40,18633.48,56418.52,911.35,1.46690206e6,9609.33,5729.64)
(41,19440.38,54360.62,828.97,1.61484169e6,10350.12,3043.37)
(42,20182.56,53127.44,1158.1,2.721133e6,9941.25,1139.96)
(43,20853.52,52462.48,1619.8,4.68682037e6,10638.6,1140.71)
(44,21846.62,52497.38,2505.33,8.29938832e6,10758.79,672.34)
(45,21821.03,52949.97,2871.28,9.54228804e6,9667.34,662.67)
(46,21615.52,53699.48,2865.01,1.038229135e7,10244.6,885.0)
(47,21298.72,53767.28,2281.32,7.92880714e6,10694.53,659.5)
