(1,19686.2,54838.8,0.0,0.0,7225.66,0.0)
(2,19285.83,56505.17,0.0,0.0,9974.64,0.0)
(3,19131.88,57240.12,0.0,0.0,9774.21,2595.71)
(4,19163.39,55888.61,16.56,18929.59,9908.4,5135.67)
(5,19084.67,54716.33,50.73,59766.03,9707.67,1898.3)
(6,19190.31,54119.69,112.13,143014.13,9063.13,369.64)
(7,19439.33,53876.67,222.88,366506.97,9984.76,468.14)
(8,19549.63,54794.37,329.69,638862.33,10317.75,756.42)
(9,19788.65,54982.35,469.69,1.05942145e6,10690.59,760.29)
(10,19921.1,55393.9,762.72,2.18088346e6,11214.35,822.93)
(11,20105.71,54960.29,1098.8,3.47504714e6,10608.5,526.04)
(12,19255.28,54890.72,497.62,1.14052059e6,10132.68,387.31)
(13,18855.5,55669.5,323.59,413855.62,10341.39,845.52)
(14,18721.51,57069.49,353.0,454086.49,10323.52,3828.8)
(15,18755.76,57616.24,489.44,672874.57,10065.72,8763.51)
(16,18853.8,56198.2,573.48,827111.61,10124.99,5998.78)
(17,19235.97,54565.03,704.11,1.09504851e6,10034.92,2422.85)
(18,19650.14,53659.86,886.43,1.69579069e6,9855.1,831.66)
(19,19881.42,53434.58,955.02,2.079459e6,10582.43,884.47)
(20,20233.77,54110.23,1158.99,3.04536885e6,10833.93,1105.03)
(21,20639.02,54131.98,1482.3,4.23845055e6,10944.47,760.76)
(22,20825.35,54489.65,1785.16,5.6905723e6,11136.7,662.07)
(23,20915.42,54150.58,1842.32,5.94842849e6,10729.34,467.66)
(24,19623.17,54522.83,672.55,1.48159129e6,10091.82,153.62)
(25,19092.93,55432.07,396.02,512529.84,10545.32,387.41)
(26,19208.88,56582.12,544.03,706079.29,10204.02,2633.75)
(27,19612.41,56759.59,733.81,998322.54,10057.84,7031.97)
(28,19769.54,55282.46,855.12,1.19966039e6,10206.11,4893.92)
(29,19885.67,53915.33,833.75,1.23527164e6,10242.77,1852.67)
(30,20242.11,53067.89,947.17,1.7090934e6,9742.54,600.43)
(31,20472.88,52843.12,1073.39,2.39545695e6,10693.52,731.93)
(32,20721.67,53622.33,1296.79,3.29831449e6,10739.04,723.11)
(33,21083.63,53687.37,1570.58,4.50878238e6,10781.62,1024.02)
(34,21283.51,54031.49,1829.9,5.86640906e6,11280.14,935.83)
(35,21131.42,53934.58,1770.61,5.54096243e6,10815.85,423.79)
(36,19529.38,54616.62,566.4,1.10474139e6,10262.23,277.69)
(37,18897.39,55627.61,407.12,475968.94,10530.72,788.12)
(38,18879.37,56911.63,522.16,635298.24,10336.38,4066.14)
(39,18765.3,57606.7,521.53,695463.89,9943.42,8916.6)
(40,19183.6,55868.4,646.74,925707.79,10286.32,6405.74)
(41,19342.61,54458.39,726.79,1.17450777e6,10095.33,2966.24)
(42,19672.96,53637.04,813.46,1.4096342e6,9715.0,864.63)
(43,19827.16,53488.84,855.43,1.71425165e6,10364.75,958.31)
(44,20136.24,54207.76,1105.85,2.66141318e6,10565.04,911.1)
(45,20435.31,54335.69,1405.46,3.92246243e6,10450.84,901.95)
(46,21024.02,54290.98,1893.72,6.01439644e6,10826.41,511.64)
(47,20544.66,54521.34,1688.11,5.19288567e6,10170.51,200.15)
(48,19434.99,54711.01,674.88,1.53174436e6,9828.6,179.25)
(49,18744.56,55780.44,365.27,423819.61,10374.94,775.99)
(50,18729.49,57061.51,453.75,574451.93,10075.27,4811.49)
(51,18803.67,57568.33,535.04,717484.32,9964.89,8410.63)
(52,18916.25,56135.75,559.49,803230.57,10356.59,6239.02)
