||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PATH
calling 
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal\run_model_markov.jl
DATETIME
2025-04-29T15:25:48.061
RUN DESCRIPTION
LogLinearSDDP.AlgoParams(SDDP.AbstractStoppingRule[SDDP.TimeLimit(7200.0)], LogLinearSDDP.NoSimulation(), false, 2, 1, "C:/Users/cg4102/Documents/julia_logs/Cut-sharing Re-Run (2h)/Run_MC-SDDP_shapiro_model_444444/MC-SDDP.log", false, false, false, 444444, "MC-SDDP: 100 nodes, shapiro_model", :fitted_model)
-------------------------------------------------------------------
         SDDP.jl (c) Oscar Dowson and contributors, 2017-23
-------------------------------------------------------------------
problem
  nodes           : 11901
  state variables : 4
  scenarios       : 6.68857e+229
  existing cuts   : false
options
  solver          : serial mode
  risk measure    : SDDP.Expectation()
  sampling scheme : SDDP.Historical{String, Dict{String, Float64}}
subproblem structure
  VariableRef                                  : [142, 142]
  JuMP.AffExpr in MOI.EqualTo{Float64}         : [13, 13]
  JuMP.VariableRef in MOI.GreaterThan{Float64} : [138, 138]
  JuMP.VariableRef in MOI.LessThan{Float64}    : [129, 130]
-------------------------------------------------------------------
 iteration    simulation      bound        time (s)     solves  pid
-------------------------------------------------------------------
         1   1.907801e+09  8.152264e+05  6.106000e+00     10491   1
         2   8.129212e+08  4.046794e+06  9.490000e+00     20758   1
         3   9.584683e+08  4.539380e+06  1.270800e+01     31076   1
         4   4.362831e+08  4.934922e+06  1.573800e+01     41292   1
         5   4.303303e+08  1.790915e+07  1.894100e+01     51607   1
         6   8.446046e+08  2.074082e+07  2.210200e+01     62049   1
         7   7.060240e+08  2.577535e+07  2.509800e+01     72513   1
         8   5.561108e+08  2.973321e+07  2.819600e+01     82805   1
         9   3.683965e+08  3.284252e+07  3.148800e+01     93364   1
        10   2.694988e+08  3.592449e+07  3.449800e+01    103702   1
        11   2.111352e+08  4.040896e+07  3.734200e+01    113445   1
        12   2.608395e+08  4.359582e+07  4.110400e+01    124205   1
        13   4.100586e+08  4.901832e+07  4.412500e+01    134747   1
        14   1.530986e+08  4.905239e+07  4.708300e+01    144697   1
        15   2.506401e+08  5.135034e+07  5.010200e+01    155073   1
        16   6.682092e+08  5.173162e+07  5.321800e+01    165468   1
        17   5.388332e+08  5.185535e+07  5.620600e+01    175746   1
        18   5.227391e+08  5.618633e+07  5.936600e+01    185957   1
        19   3.463090e+08  5.671502e+07  6.266100e+01    196286   1
        20   2.709925e+08  5.895879e+07  6.591100e+01    206807   1
        21   1.303722e+08  5.943280e+07  6.930300e+01    217348   1
        22   5.424015e+08  6.630536e+07  7.239500e+01    227437   1
        23   3.000307e+08  6.795604e+07  7.561100e+01    238006   1
        24   1.799192e+08  7.350780e+07  7.881800e+01    248409   1
        25   2.959631e+08  7.382952e+07  8.197800e+01    258618   1
        26   5.464180e+08  7.509307e+07  8.517800e+01    268972   1
        27   2.114835e+08  7.617767e+07  8.839100e+01    279435   1
        28   2.698321e+08  7.632107e+07  9.156800e+01    289645   1
        29   2.250208e+08  7.922869e+07  9.753200e+01    300089   1
        30   5.184342e+08  8.052545e+07  1.005510e+02    310667   1
        31   5.076466e+08  8.243218e+07  1.035550e+02    321003   1
        32   2.608299e+08  9.110648e+07  1.066740e+02    331665   1
        33   2.708590e+08  9.282954e+07  1.098780e+02    342217   1
        34   1.601704e+08  9.617105e+07  1.128770e+02    352323   1
        35   3.697346e+08  9.680878e+07  1.158420e+02    362754   1
        36   4.304915e+08  1.009042e+08  1.188190e+02    373247   1
        37   3.831714e+08  1.050718e+08  1.219840e+02    383830   1
        38   5.576168e+08  1.073763e+08  1.249440e+02    393863   1
        39   3.481793e+08  1.087599e+08  1.279510e+02    404188   1
        40   4.816151e+08  1.091303e+08  1.310280e+02    414689   1
        41   3.203330e+08  1.092181e+08  1.341220e+02    425375   1
        42   3.994114e+08  1.095881e+08  1.370470e+02    435414   1
        43   4.227354e+08  1.116459e+08  1.401230e+02    445749   1
        44   4.085191e+08  1.190817e+08  1.430870e+02    456022   1
        45   6.611876e+08  1.191361e+08  1.462460e+02    466802   1
        46   4.892675e+08  1.193004e+08  1.494260e+02    477404   1
        47   2.426023e+08  1.197699e+08  1.526420e+02    488062   1
        48   6.421264e+08  1.200656e+08  1.559080e+02    498438   1
        49   2.884237e+08  1.209114e+08  1.590910e+02    508616   1
        50   3.511972e+08  1.225683e+08  1.623220e+02    519078   1
        51   2.624285e+08  1.244778e+08  1.655740e+02    529448   1
