9961.08; 12365.32; 19134.02; 19955.68; 8773.57; 4973.66; 3433.84; 2464.62; 1908.13; 1909.24; 3746.24; 4864.49
8048.08; 11834.61; 12453.84; 9197.36; 5706.71; 3853.09; 2508.70; 1559.29; 1285.68; 1616.62; 3095.74; 5487.31
8410.89; 11814.88; 11806.98; 12100.98; 8106.99; 4119.02; 2499.51; 1733.91; 1235.20; 1209.75; 3164.13; 5971.09
10140.55; 9533.88; 11527.77; 10766.85; 8204.97; 4054.89; 2454.92; 1681.34; 862.74; 1341.26; 1565.06; 4363.04
10717.04; 15184.87; 15333.77; 19499.74; 13137.73; 7018.65; 3846.98; 2928.78; 2196.43; 2188.02; 3250.63; 6612.12
8628.96; 11269.20; 16213.87; 14218.97; 10086.17; 4848.07; 3011.87; 2133.97; 1476.71; 1611.37; 2505.70; 4502.39
7064.74; 9667.55; 10375.39; 11806.64; 8396.94; 4134.98; 2579.41; 1672.59; 842.62; 1157.39; 3160.66; 7175.51
10657.33; 10641.42; 11954.18; 11609.86; 7238.42; 3820.21; 2420.62; 1674.01; 1138.93; 1171.22; 2040.69; 4553.24
7906.38; 11436.23; 9278.02; 9711.69; 6335.44; 3441.62; 2447.40; 1806.77; 1233.34; 1988.67; 3160.77; 4548.33
8621.24; 15874.92; 21189.92; 17997.41; 9190.61; 5224.86; 3521.19; 2663.14; 2044.32; 2275.82; 3999.28; 7233.94
10243.56; 10802.43; 11916.89; 13339.33; 7761.45; 3937.58; 2547.75; 1960.38; 1290.67; 1710.51; 4193.53; 6782.77
10248.69; 14383.92; 20158.79; 14177.47; 9192.09; 5113.88; 3218.41; 2315.14; 1670.81; 3255.53; 4517.28; 10424.59
20570.77; 25418.33; 20518.64; 19120.58; 12165.10; 5899.72; 4084.75; 3147.59; 1986.49; 2712.37; 4818.80; 9951.14
11257.04; 11960.86; 12974.44; 12245.06; 7025.06; 3904.62; 2606.78; 1820.77; 1266.78; 871.94; 2747.07; 6015.72
15291.41; 18783.62; 16801.51; 17808.55; 13240.12; 8290.63; 4205.63; 2933.91; 2239.64; 3016.16; 5932.14; 9672.84
13241.40; 12313.23; 11295.89; 11626.71; 7309.54; 4886.41; 2977.45; 1963.89; 1377.22; 1159.28; 1735.32; 3195.99
5860.64; 10079.99; 13352.66; 18473.72; 9526.22; 4419.16; 2844.31; 2245.44; 1989.72; 1784.15; 4455.06; 6138.24
9596.90; 9642.31; 12266.20; 13041.95; 7021.32; 3634.04; 2433.98; 1693.33; 1262.57; 1311.90; 1674.50; 8940.92
13023.92; 14706.91; 14526.93; 11955.06; 7673.87; 4108.28; 2231.96; 1501.12; 1007.62; 902.48; 2185.28; 3473.23
4256.86; 5359.30; 8310.83; 9642.71; 7650.86; 3325.81; 1994.59; 1510.38; 1164.56; 1371.24; 2064.02; 3724.95
6188.64; 8125.59; 7546.79; 9942.19; 6866.52; 3747.01; 2036.49; 1307.51; 933.25; 854.87; 992.61; 2256.09
5302.05; 4461.79; 9725.02; 10185.40; 7642.36; 3312.39; 1847.58; 1202.73; 935.38; 900.38; 1246.21; 3572.29
6168.43; 4151.34; 5957.86; 7900.76; 5264.24; 2287.05; 1358.91; 975.02; 817.28; 1364.44; 2107.45; 3811.05
7766.03; 8790.79; 9419.56; 9758.54; 6947.11; 3813.55; 2221.47; 1269.21; 852.79; 741.19; 1164.55; 4747.37
4798.87; 8203.64; 7447.24; 7793.86; 5699.19; 2930.43; 1782.56; 1228.33; 975.15; 887.02; 1831.82; 3440.86
6999.79; 5833.63; 10249.23; 9036.81; 6893.57; 3940.95; 2414.55; 1781.27; 1469.55; 1353.16; 4430.59; 10678.96
18268.12; 17390.62; 23144.98; 28422.97; 15146.93; 8202.62; 4472.87; 3211.67; 2524.70; 2603.01; 2108.38; 4568.77
8063.27; 12288.60; 12611.01; 14724.73; 10985.49; 5709.46; 2789.56; 2014.79; 1442.05; 1636.09; 2287.82; 2917.82
10216.08; 15881.43; 15361.13; 14199.00; 8543.77; 4500.86; 2853.44; 1869.28; 1326.80; 1320.59; 2021.36; 3326.01
5925.12; 12659.99; 16471.77; 15528.08; 8983.08; 4967.17; 2778.97; 1696.15; 1263.24; 1194.48; 1965.26; 4719.87
8819.71; 13461.27; 14429.73; 11410.18; 6799.92; 3542.02; 2020.60; 1481.10; 1127.70; 938.97; 1180.24; 1828.73
3870.46; 7559.41; 9579.49; 9533.84; 5719.60; 2448.84; 1521.76; 1163.50; 1041.09; 1126.81; 1666.15; 3210.70
8760.81; 10546.05; 11021.06; 7788.35; 6257.29; 3155.81; 2180.17; 1650.53; 1235.30; 1035.37; 1305.11; 1602.98
