1;1;3.0414713305175916;[0.7071942061099574];1.0;0.26847781648703206
2;1;4.203048226516349;[0.5673742236323409];1.0;0.2948490265436459
3;1;3.517004223851756;[0.641842881057014];1.0;0.18667653745507196
4;1;3.1173492656500272;[0.6724084359163895];1.0;0.16251646791027188
5;1;0.9094702551489675;[0.8585296953822383];1.0;0.1478334455543903
6;1;-0.07138736391899592;[0.9256154371248758];1.0;0.12022652262918486
7;1;1.2830110822377723;[0.7812367575073883];1.0;0.08961721144347015
8;1;-0.38164902901800346;[1.003949425569483];1.0;0.06896223681381598
9;1;0.6234486620854005;[0.8843530964726016];1.0;0.12898262969419252
10;1;0.19674559261772906;[0.9860767859034022];1.0;0.1886951539770591
11;1;1.6408427087053248;[0.8403004394095687];1.0;0.2564001147813957
12;1;1.9516085427772936;[0.8334176789981134];1.0;0.2981558161204416
