||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PATH
calling 
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal\run_model_linearized.jl
DATETIME
2025-03-31T21:45:29.225
RUN DESCRIPTION
LogLinearSDDP.AlgoParams(SDDP.AbstractStoppingRule[SDDP.TimeLimit(7200.0)], LogLinearSDDP.Simulation(SDDP.InSampleMonteCarlo(0, false, true, SDDP.var"#155#158"{SDDP.var"#156#159"}(SDDP.var"#156#159"(), Core.Box(0)), nothing), 2000, 11111), false, 2, 1, "C:/Users/cg4102/Documents/julia_logs/Cut-sharing Final Run (2h)/Run_shapiro_model_22222/LinearizedSDDP.log", false, false, false, 22222, "", :fitted_model)
-------------------------------------------------------------------
         SDDP.jl (c) Oscar Dowson and contributors, 2017-23
-------------------------------------------------------------------
problem
  nodes           : 120
  state variables : 8
  scenarios       : 1.00000e+238
  existing cuts   : false
options
  solver          : serial mode
  risk measure    : SDDP.Expectation()
  sampling scheme : SDDP.InSampleMonteCarlo
subproblem structure
  VariableRef                                  : [170, 174]
  JuMP.AffExpr in MOI.EqualTo{Float64}         : [13, 13]
  JuMP.VariableRef in MOI.EqualTo{Float64}     : [1, 1]
  JuMP.VariableRef in MOI.GreaterThan{Float64} : [157, 157]
  JuMP.VariableRef in MOI.LessThan{Float64}    : [148, 149]
-------------------------------------------------------------------
 iteration    simulation      bound        time (s)     solves  pid
-------------------------------------------------------------------
         1   2.423481e+09  2.450955e+05  2.079000e+00     12021   1
         2   1.588050e+09  2.450955e+05  4.110000e+00     24042   1
         3   1.637948e+09  6.709577e+05  6.188000e+00     36063   1
         4   1.234073e+09  2.019280e+06  8.266000e+00     48084   1
         5   1.022551e+09  2.432418e+06  1.036100e+01     60105   1
         6   8.343433e+08  2.963566e+06  1.245400e+01     72126   1
         7   5.894388e+08  3.213849e+06  1.454800e+01     84147   1
         8   7.981670e+08  3.371931e+06  1.664200e+01     96168   1
         9   6.026684e+08  3.552965e+06  1.876800e+01    108189   1
        10   7.601075e+08  4.057143e+06  2.086200e+01    120210   1
        11   6.682281e+08  4.938300e+06  2.294000e+01    132231   1
        12   6.534587e+08  6.290505e+06  2.505000e+01    144252   1
        13   5.723968e+08  7.145112e+06  2.715900e+01    156273   1
        14   5.852051e+08  7.147667e+06  2.925300e+01    168294   1
        15   4.072068e+08  7.846902e+06  3.136200e+01    180315   1
        16   1.334553e+09  9.325256e+06  3.347100e+01    192336   1
        17   4.772541e+08  9.701447e+06  3.556500e+01    204357   1
        18   7.021266e+08  9.805484e+06  3.767500e+01    216378   1
        19   3.135906e+08  9.945681e+06  3.975300e+01    228399   1
        20   3.943393e+08  1.205006e+07  4.184800e+01    240420   1
        21   4.500549e+08  1.265707e+07  4.398800e+01    252441   1
        22   5.780120e+08  1.301018e+07  4.606600e+01    264462   1
        23   6.373349e+08  1.366781e+07  4.811300e+01    276483   1
        24   5.295362e+08  3.485915e+07  5.019100e+01    288504   1
        25   3.615107e+08  3.781392e+07  5.222200e+01    300525   1
        26   2.667579e+08  3.991481e+07  5.430100e+01    312546   1
