||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PATH
calling 
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal\run_model_markov.jl
DATETIME
2025-05-02T15:07:26.489
RUN DESCRIPTION
LogLinearSDDP.AlgoParams(SDDP.AbstractStoppingRule[SDDP.TimeLimit(7200.0)], LogLinearSDDP.NoSimulation(), false, 2, 1, "C:/Users/cg4102/Documents/julia_logs/Cut-sharing Re-Run - NoCS (2h)/Run_MC-SDDP_shapiro_model_33333/MC-SDDP.log", false, false, false, 33333, "MC-SDDP: 100 nodes, shapiro_model", :fitted_model)
-------------------------------------------------------------------
         SDDP.jl (c) Oscar Dowson and contributors, 2017-23
-------------------------------------------------------------------
problem
  nodes           : 11901
  state variables : 4
  scenarios       : 6.68857e+229
  existing cuts   : false
options
  solver          : serial mode
  risk measure    : SDDP.Expectation()
  sampling scheme : SDDP.Historical{String, Dict{String, Float64}}
subproblem structure
  VariableRef                                  : [142, 142]
  JuMP.AffExpr in MOI.EqualTo{Float64}         : [13, 13]
  JuMP.VariableRef in MOI.GreaterThan{Float64} : [138, 138]
  JuMP.VariableRef in MOI.LessThan{Float64}    : [129, 130]
-------------------------------------------------------------------
 iteration    simulation      bound        time (s)     solves  pid
-------------------------------------------------------------------
         1   1.561992e+09  7.018703e+05  2.439900e+01     10277   1
         2   1.112374e+09  1.414994e+06  2.957300e+01     20787   1
         3   1.405397e+09  1.891605e+06  3.346400e+01     31073   1
         4   6.647587e+08  3.048916e+06  3.668100e+01     41365   1
         5   4.682765e+08  8.307656e+06  3.958600e+01     51827   1
         6   4.263127e+08  8.709973e+06  4.258400e+01     62394   1
         7   5.258930e+08  1.246331e+07  4.594500e+01     72769   1
         8   9.025191e+08  3.581658e+07  4.901600e+01     83169   1
         9   2.701410e+08  3.971572e+07  5.331100e+01     93874   1
        10   4.021481e+08  5.277432e+07  5.613900e+01    104660   1
        11   4.069911e+08  5.291784e+07  5.928900e+01    115475   1
        12   5.484119e+08  5.450129e+07  6.208900e+01    126017   1
        13   3.574016e+08  6.087815e+07  6.488000e+01    136328   1
        14   6.457530e+08  6.319856e+07  6.777700e+01    146977   1
        15   4.223771e+08  6.367215e+07  7.108400e+01    157436   1
        16   2.180627e+08  6.514781e+07  7.366500e+01    167774   1
        17   3.429491e+08  6.533354e+07  7.626700e+01    178336   1
        18   2.685781e+08  6.624237e+07  7.918000e+01    188707   1
        19   3.404302e+08  6.664265e+07  8.177600e+01    199133   1
        20   2.679338e+08  6.858010e+07  8.447700e+01    209921   1
        21   4.829429e+08  6.918953e+07  8.840400e+01    220284   1
        22   2.497736e+08  6.947591e+07  9.106000e+01    230527   1
        23   3.381116e+08  7.163624e+07  9.371500e+01    241155   1
        24   4.943214e+08  7.451812e+07  9.639000e+01    251490   1
