||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PATH
calling 
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal\run_model_markov.jl
DATETIME
2025-04-28T19:54:24.914
RUN DESCRIPTION
LogLinearSDDP.AlgoParams(SDDP.AbstractStoppingRule[SDDP.TimeLimit(7200.0)], LogLinearSDDP.NoSimulation(), false, 2, 1, "C:/Users/cg4102/Documents/julia_logs/Cut-sharing Re-Run (2h)/Run_MC-SDDP_custom_model_55555/MC-SDDP.log", false, false, false, 55555, "MC-SDDP: 100 nodes, custom_model", :fitted_model)
-------------------------------------------------------------------
         SDDP.jl (c) Oscar Dowson and contributors, 2017-23
-------------------------------------------------------------------
problem
  nodes           : 11901
  state variables : 4
  scenarios       : 6.68857e+229
  existing cuts   : false
options
  solver          : serial mode
  risk measure    : SDDP.Expectation()
  sampling scheme : SDDP.Historical{String, Dict{String, Float64}}
subproblem structure
  VariableRef                                  : [142, 142]
  JuMP.AffExpr in MOI.EqualTo{Float64}         : [13, 13]
  JuMP.VariableRef in MOI.GreaterThan{Float64} : [138, 138]
  JuMP.VariableRef in MOI.LessThan{Float64}    : [129, 130]
-------------------------------------------------------------------
 iteration    simulation      bound        time (s)     solves  pid
-------------------------------------------------------------------
         1   2.031600e+09  1.031148e+06  9.617000e+00     10756   1
         2   1.049117e+09  1.580298e+06  1.298600e+01     21276   1
         3   7.190455e+08  6.444818e+06  1.615200e+01     31882   1
         4   9.031322e+08  6.569777e+06  1.912600e+01     42285   1
         5   5.387275e+08  9.436500e+06  2.215400e+01     52615   1
         6   4.857298e+08  1.276570e+07  2.539100e+01     62982   1
         7   9.808585e+08  2.672729e+07  2.853400e+01     73184   1
         8   4.726096e+08  2.804252e+07  3.152400e+01     83184   1
         9   4.219841e+08  2.853566e+07  3.464200e+01     93708   1
        10   4.523139e+08  4.453822e+07  3.803500e+01    104148   1
        11   5.584947e+08  4.655041e+07  4.114300e+01    114579   1
        12   4.260592e+08  4.757567e+07  4.400000e+01    124695   1
        13   3.630846e+08  4.763575e+07  4.723500e+01    135120   1
        14   5.564277e+08  4.781470e+07  5.028900e+01    145540   1
        15   2.686350e+08  4.875360e+07  5.308000e+01    155566   1
        16   5.365470e+08  4.939056e+07  5.641900e+01    166118   1
        17   3.393014e+08  4.950746e+07  5.944300e+01    176580   1
        18   1.281484e+09  5.667239e+07  6.252100e+01    186849   1
        19   5.502823e+08  5.792287e+07  6.546900e+01    197278   1
        20   7.192384e+08  6.061789e+07  6.840900e+01    207633   1
        21   1.080893e+09  6.428778e+07  7.136500e+01    217622   1
        22   4.248019e+08  6.660287e+07  7.466700e+01    228407   1
        23   2.400806e+08  6.785310e+07  7.778300e+01    238903   1
        24   4.241076e+08  6.926107e+07  8.087900e+01    249216   1
        25   2.631107e+08  7.070469e+07  8.394500e+01    259589   1
        26   7.314252e+08  7.104994e+07  8.687200e+01    269828   1
        27   3.288452e+08  7.542989e+07  9.014000e+01    280583   1
        28   4.181761e+08  8.182634e+07  9.330200e+01    290992   1
        29   2.993952e+08  8.749681e+07  9.640000e+01    301210   1
        30   3.541900e+08  8.845638e+07  9.952100e+01    311545   1
        31   4.227108e+08  8.902201e+07  1.027090e+02    322127   1
        32   2.990419e+08  9.007039e+07  1.060850e+02    332881   1
        33   3.439943e+08  9.041203e+07  1.122390e+02    343784   1
        34   3.168965e+08  9.043874e+07  1.152060e+02    354412   1
        35   2.787148e+08  9.315042e+07  1.180670e+02    364537   1
        36   2.531961e+08  9.330176e+07  1.211660e+02    374905   1
        37   7.890333e+08  9.472686e+07  1.242010e+02    385358   1
        38   4.177091e+08  9.502788e+07  1.271510e+02    395587   1
        39   1.005242e+09  9.607450e+07  1.301260e+02    405923   1
        40   4.683822e+08  1.004543e+08  1.332100e+02    416331   1
        41   2.616477e+08  1.007975e+08  1.362610e+02    426843   1
        42   7.575589e+08  1.018452e+08  1.394060e+02    437353   1
        43   5.724296e+08  1.081921e+08  1.424420e+02    447667   1
        44   2.688126e+08  1.098269e+08  1.454700e+02    458142   1
        45   3.240605e+08  1.099735e+08  1.485750e+02    468518   1
        46   4.644408e+08  1.114697e+08  1.516850e+02    479220   1
        47   4.370176e+08  1.119323e+08  1.546840e+02    489547   1
        48   3.074445e+08  1.119999e+08  1.578510e+02    500082   1
        49   4.320183e+08  1.121620e+08  1.610340e+02    510807   1
        50   3.430686e+08  1.124395e+08  1.642030e+02    521187   1
        51   2.272237e+08  1.126101e+08  1.674510e+02    531623   1
        52   2.891582e+08  1.136891e+08  1.707350e+02    542176   1
        53   2.675400e+08  1.137305e+08  1.738360e+02    552261   1
        54   2.210109e+08  1.166483e+08  1.769990e+02    562364   1
        55   3.903792e+08  1.215642e+08  1.802120e+02    572542   1
        56   2.610729e+08  1.220924e+08  1.833230e+02    582417   1
        57   2.570624e+08  1.230727e+08  1.867010e+02    593113   1
        58   4.952900e+08  1.232141e+08  1.899780e+02    603425   1
        59   4.005015e+08  1.232192e+08  1.932510e+02    614020   1
        60   2.704378e+08  1.232202e+08  1.966020e+02    624331   1
        61   2.220620e+08  1.264300e+08  2.000650e+02    634835   1
        62   3.139685e+08  1.264453e+08  2.033790e+02    645388   1
        63   2.583149e+08  1.285424e+08  2.096390e+02    655982   1
        64   3.910989e+08  1.361640e+08  2.129070e+02    666611   1
        65   5.997358e+08  1.361881e+08  2.160770e+02    677052   1
        66   4.598932e+08  1.372201e+08  2.190990e+02    686888   1
        67   2.328684e+08  1.393763e+08  2.224280e+02    697609   1
        68   4.906145e+08  1.393929e+08  2.256690e+02    708144   1
        69   8.342705e+08  1.394378e+08  2.287720e+02    718240   1
        70   2.080061e+08  1.395844e+08  2.319340e+02    728424   1
        71   2.610232e+08  1.437916e+08  2.352060e+02    738813   1
        72   5.087646e+08  1.438667e+08  2.384810e+02    749219   1
        73   9.833627e+08  1.447661e+08  2.416580e+02    759486   1
        74   5.967185e+08  1.447878e+08  2.448840e+02    769925   1
        75   2.421857e+08  1.447995e+08  2.481030e+02    780314   1
        76   4.118128e+08  1.448250e+08  2.513630e+02    790741   1
        77   4.284526e+08  1.452911e+08  2.546040e+02    800990   1
        78   3.886695e+08  1.459425e+08  2.578780e+02    811423   1
        79   3.307582e+08  1.465570e+08  2.612840e+02    821704   1
        80   3.997527e+08  1.466118e+08  2.645920e+02    831981   1
        81   2.454675e+08  1.481251e+08  2.681590e+02    842692   1
        82   3.193785e+08  1.488015e+08  2.716370e+02    853275   1
        83   2.159404e+08  1.488310e+08  2.749210e+02    863144   1
        84   4.908408e+08  1.489678e+08  2.782830e+02    873423   1
        85   6.888527e+08  1.496536e+08  2.816950e+02    883856   1
        86   3.769617e+08  1.496560e+08  2.852190e+02    894443   1
        87   6.257705e+08  1.526809e+08  2.886940e+02    904897   1
        88   1.641167e+08  1.527033e+08  2.921330e+02    915434   1
        89   2.628545e+08  1.528141e+08  2.957500e+02    926082   1
        90   2.900186e+08  1.528446e+08  2.992690e+02    936494   1
        91   3.267102e+08  1.529850e+08  3.027870e+02    946671   1
        92   3.351668e+08  1.530019e+08  3.063160e+02    957178   1
        93   3.885596e+08  1.530142e+08  3.126020e+02    967602   1
        94   5.134914e+08  1.531581e+08  3.159890e+02    978067   1
        95   4.513294e+08  1.532710e+08  3.193300e+02    988421   1
        96   2.904706e+08  1.532776e+08  3.227200e+02    998688   1
        97   6.497672e+08  1.537316e+08  3.261180e+02   1008964   1
        98   2.890563e+08  1.537523e+08  3.295750e+02   1019404   1
        99   3.914964e+08  1.565196e+08  3.330170e+02   1029757   1
       100   3.426313e+08  1.566030e+08  3.364690e+02   1040176   1
       101   5.643413e+08  1.567200e+08  3.398480e+02   1050514   1
       102   5.126564e+08  1.576292e+08  3.433900e+02   1061099   1
       103   4.564195e+08  1.580095e+08  3.468780e+02   1071359   1
       104   2.193175e+08  1.580177e+08  3.502670e+02   1081659   1
       105   7.318577e+08  1.596041e+08  3.536850e+02   1091942   1
       106   2.977525e+08  1.609697e+08  3.572590e+02   1102544   1
       107   4.968817e+08  1.609757e+08  3.607840e+02   1113177   1
       108   2.203623e+08  1.610700e+08  3.642300e+02   1123344   1
       109   2.013078e+08  1.610826e+08  3.678170e+02   1133842   1
       110   6.423921e+08  1.618296e+08  3.713130e+02   1144036   1
       111   3.620241e+08  1.626618e+08  3.748890e+02   1154511   1
       112   2.810464e+08  1.632477e+08  3.785240e+02   1164814   1
       113   3.143481e+08  1.633123e+08  3.822300e+02   1175321   1
       114   2.396005e+08  1.634696e+08  3.858380e+02   1185736   1
       115   2.684364e+08  1.647456e+08  3.895060e+02   1196072   1
       116   2.076612e+08  1.649266e+08  3.932890e+02   1206387   1
       117   4.935469e+08  1.675689e+08  3.970110e+02   1216708   1
       118   4.439903e+08  1.676136e+08  4.006950e+02   1227242   1
       119   2.942310e+08  1.676670e+08  4.044030e+02   1237886   1
       120   5.460635e+08  1.676954e+08  4.080930e+02   1248233   1
       121   2.298852e+08  1.677654e+08  4.119300e+02   1258905   1
       122   2.142080e+08  1.677867e+08  4.188970e+02   1269437   1
       123   6.593090e+08  1.683207e+08  4.225270e+02   1280133   1
       124   4.685473e+08  1.684331e+08  4.261940e+02   1290682   1
       125   5.577734e+08  1.688659e+08  4.297980e+02   1300960   1
       126   2.205462e+08  1.690092e+08  4.334670e+02   1311442   1
       127   2.971528e+08  1.692343e+08  4.370780e+02   1321508   1
