2643.13; 1489.51; 3404.32; 5946.74; 4380.15; 8128.76; 4811.28; 5116.65; 7490.50; 6129.71; 2875.60; 2121.37
5429.97; 5071.04; 7908.38; 3703.94; 4882.85; 4337.65; 3979.12; 8176.99; 5996.91; 18622.25; 6905.44; 5189.69
6183.33; 11800.58; 10979.68; 3626.05; 2013.02; 2009.77; 2654.63; 1297.00; 1489.83; 14585.13; 10554.00; 6104.75
3458.99; 3244.89; 2121.08; 1837.79; 1002.61; 7251.92; 8552.61; 3353.67; 9871.56; 15550.39; 9505.06; 4067.72
4821.50; 6467.58; 3794.72; 3635.50; 3011.71; 5148.27; 4137.65; 3356.03; 12750.70; 16937.02; 14181.72; 5946.74
9353.28; 6201.19; 7498.76; 6343.32; 17102.57; 19444.40; 20061.53; 6228.60; 20541.06; 24261.61; 6376.31; 4201.23
3348.15; 4486.73; 4295.17; 9587.41; 13738.81; 18871.17; 23478.15; 10375.99; 9639.55; 6032.17; 3395.95; 3534.81
7652.84; 7920.59; 3165.52; 11275.70; 11803.10; 6853.97; 5712.73; 9767.59; 11324.29; 6699.52; 2922.31; 2300.54
4254.09; 7714.57; 4330.44; 4397.68; 4189.51; 6333.99; 18170.80; 33985.38; 32365.54; 12944.49; 9436.99; 5777.94
4287.70; 3116.73; 8391.07; 3612.82; 2397.03; 7462.08; 3814.83; 9389.29; 15815.89; 12042.89; 11158.04; 10579.56
5414.30; 7341.71; 4366.71; 7435.13; 7732.11; 7236.83; 4932.23; 6322.79; 10489.66; 7061.43; 3011.57; 2376.18
2215.12; 4117.00; 3486.63; 3681.06; 3179.56; 5654.89; 3623.92; 12615.12; 13520.30; 11452.86; 11279.70; 5012.74
4764.95; 4511.98; 15394.58; 9023.81; 6424.20; 8064.61; 6070.46; 3446.52; 20219.52; 21005.02; 17670.74; 8125.86
4458.33; 5228.71; 6225.51; 3199.17; 4363.65; 3895.62; 4410.70; 3054.10; 8771.88; 10430.34; 5492.31; 2880.52
4798.60; 11126.33; 10250.18; 6153.79; 3072.79; 2290.07; 2136.97; 5698.00; 7428.74; 21117.78; 18923.09; 9106.72
3228.81; 4416.24; 3381.24; 5813.19; 6543.82; 5269.76; 6175.83; 10420.24; 12356.10; 7168.33; 3988.42; 3680.88
3112.96; 3914.75; 3855.18; 3299.02; 12938.44; 5322.49; 13438.02; 19747.57; 20251.41; 17677.27; 10650.54; 14625.32
10019.31; 20010.67; 12556.04; 5033.97; 3315.03; 8159.49; 9283.40; 8753.16; 16792.62; 15404.58; 10601.08; 11178.61
7255.71; 8689.98; 10241.00; 4677.92; 2590.14; 4817.57; 5929.79; 9371.03; 16971.41; 7494.87; 5410.04; 7268.56
3902.47; 3038.66; 2211.41; 2792.61; 2343.56; 1963.91; 3724.36; 1781.71; 3796.13; 3686.71; 7852.41; 5022.65
9041.70; 9701.47; 7099.04; 11954.42; 6592.42; 13969.06; 9504.97; 4466.20; 6647.30; 7373.13; 11315.16; 4650.65
4818.14; 4193.99; 4067.02; 2991.31; 6831.67; 13147.25; 16038.32; 6604.31; 6720.14; 9419.80; 3711.97; 10285.81
20339.02; 10970.24; 11181.62; 12103.22; 14431.83; 17410.63; 15572.86; 12027.43; 6544.25; 6791.57; 2615.52; 2233.95
4237.83; 11188.57; 8389.38; 7042.14; 2907.60; 12803.40; 10989.09; 22057.84; 27800.62; 17424.98; 10439.55; 9711.94
10099.64; 9863.41; 6443.91; 4945.58; 11901.97; 13879.26; 17081.06; 19764.50; 22307.41; 13806.25; 8914.20; 4989.54
7613.84; 8544.27; 9291.49; 4359.39; 4027.85; 9499.54; 6981.45; 4953.23; 7931.84; 3913.81; 5713.16; 4751.00
5764.98; 5549.06; 5032.68; 3285.95; 2712.35; 5518.02; 4390.43; 10664.56; 17024.83; 19584.50; 9270.53; 17412.71
11864.68; 6919.59; 7600.45; 5592.38; 7290.97; 13919.95; 7735.70; 16391.38; 9894.29; 6664.19; 11157.92; 10773.31
9853.51; 11550.41; 8418.98; 7463.16; 3191.00; 5770.85; 7822.83; 15629.63; 6641.47; 10778.12; 10401.81; 7238.14
4343.57; 3072.28; 3678.04; 1706.15; 1355.44; 1729.04; 6490.48; 5895.95; 8416.26; 4314.67; 8184.18; 5452.96
3167.67; 2077.58; 2936.48; 3717.80; 15381.72; 5553.29; 7684.44; 7946.34; 7991.77; 24734.56; 18659.36; 13334.03
7237.08; 5319.47; 9208.40; 4326.55; 6026.16; 4069.19; 10012.37; 17365.24; 17107.35; 11318.84; 10667.98; 15240.50
12872.35; 10950.27; 4070.80; 3990.03; 3524.67; 3809.50; 2995.63; 2656.17; 6056.49; 7083.00; 7265.77; 10236.14
4124.29; 5899.90; 4256.74; 2255.14; 2243.29; 11055.62; 22160.65; 10136.03; 6001.90; 18941.94; 31641.51; 15270.64
9801.36; 10590.08; 17422.63; 11016.18; 31527.44; 26277.88; 66867.28; 28393.87; 16070.95; 14220.12; 11082.76; 7043.18
6371.27; 5923.66; 5565.09; 6211.62; 10894.20; 18490.05; 13946.18; 27631.71; 12261.53; 11857.16; 12330.79; 8286.24
3370.05; 8536.20; 5761.83; 10001.30; 7235.60; 4184.00; 4839.61; 6111.79; 6783.65; 3957.97; 4219.04; 1362.57
2089.01; 4534.15; 4323.02; 7865.89; 6675.15; 7736.73; 4383.37; 6032.99; 8429.48; 8461.45; 10394.55; 9345.34
9531.29; 9064.68; 3218.48; 8773.51; 27398.70; 15836.01; 12912.95; 10233.53; 6933.48; 13013.24; 5872.67; 3599.56
4013.94; 5212.80; 4013.80; 4952.06; 18320.23; 13691.15; 5595.31; 2435.63; 8183.08; 6120.73; 3909.84; 2745.20
9392.29; 14114.68; 7248.39; 7344.72; 12123.33; 3442.63; 8238.16; 10438.58; 28568.42; 11606.35; 5090.92; 3062.55
16271.68; 10062.84; 6406.70; 12108.85; 12608.99; 30482.67; 14042.87; 13858.45; 19359.56; 23029.80; 16576.37; 7059.92
3365.11; 3506.74; 2461.83; 2817.67; 2318.21; 9934.30; 7302.23; 7419.91; 2721.90; 8059.85; 7402.63; 8921.82
5628.53; 6973.22; 7831.38; 6851.47; 23909.87; 27715.71; 20540.68; 16613.35; 12394.43; 7352.66; 8188.74; 5027.88
5495.34; 8926.43; 8216.18; 5664.24; 12150.15; 10999.52; 18862.93; 5928.91; 11548.70; 21443.17; 6182.19; 10444.86
4227.18; 13081.07; 7380.65; 6625.10; 11271.33; 15372.69; 18681.56; 6878.67; 4398.61; 10677.65; 12497.77; 7039.24
23849.56; 12410.23; 7016.91; 4065.12; 2374.97; 5002.43; 11630.22; 5765.29; 7233.45; 14302.51; 5506.99; 4047.40
11940.58; 16289.61; 12489.31; 10782.26; 2950.95; 7684.65; 14530.86; 10205.35; 12856.43; 17549.96; 10636.22; 8317.27
9572.06; 21659.93; 8596.68; 2834.03; 3137.87; 9684.87; 11498.47; 17851.06; 7622.19; 35155.12; 32870.10; 12496.92
14947.85; 23332.84; 18151.01; 29873.62; 21023.68; 8163.16; 13404.51; 24193.48; 25670.98; 24254.47; 6888.45; 5470.90
5240.77; 8070.35; 5537.93; 8426.25; 4369.19; 9672.92; 19457.64; 4693.28; 5223.14; 13219.44; 5205.76; 3903.99
4986.01; 6593.43; 7791.45; 4224.28; 4722.65; 5278.67; 11360.61; 6255.11; 25457.91; 23904.72; 7505.02; 5905.19
12391.44; 19967.78; 10520.19; 8689.94; 11489.29; 10682.42; 13711.57; 7613.49; 9154.69; 25171.89; 7254.86; 8104.75
6929.76; 5660.73; 4456.41; 3946.53; 8857.95; 10862.43; 6924.76; 11592.91; 14300.82; 18178.37; 16701.21; 15894.38
7267.16; 8575.44; 7808.91; 3771.99; 3997.72; 7411.39; 6906.56; 3031.56; 2617.47; 5449.83; 7048.94; 16344.02
8517.52; 4226.01; 3056.75; 3721.85; 8249.58; 7575.63; 12033.51; 4270.33; 8236.01; 13739.50; 12220.03; 5528.27
5051.07; 2672.65; 2418.14; 6038.58; 13973.55; 16571.76; 9220.48; 7557.02; 25831.97; 28410.88; 11983.64; 3987.85
4291.03; 3728.21; 3658.38; 2775.73; 1491.49; 2230.72; 3053.98; 5012.40; 5115.31; 4763.28; 6781.05; 7015.19
6541.76; 6887.77; 9149.83; 8301.86; 19073.31; 7410.75; 12062.66; 6295.55; 8475.71; 9755.41; 13693.93; 7279.45
7056.17; 4834.22; 4119.05; 5578.26; 9265.40; 9326.30; 6367.17; 8566.17; 7856.16; 21250.42; 18687.65; 4765.39
5328.05; 4563.75; 4185.56; 1722.08; 2495.27; 3701.07; 11895.77; 17835.55; 28935.88; 23920.15; 13698.85; 11417.68
