||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PATH
calling 
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal\run_model_markov.jl
DATETIME
2025-04-30T08:54:51.345
RUN DESCRIPTION
LogLinearSDDP.AlgoParams(SDDP.AbstractStoppingRule[SDDP.TimeLimit(7200.0)], LogLinearSDDP.NoSimulation(), false, 2, 1, "C:/Users/cg4102/Documents/julia_logs/Cut-sharing Re-Run - NoCS (2h)/Run_MC-SDDP_lattice_11111/MC-SDDP.log", false, false, false, 11111, "MC-SDDP: 100 nodes, lattice", :fitted_model)
-------------------------------------------------------------------
         SDDP.jl (c) Oscar Dowson and contributors, 2017-23
-------------------------------------------------------------------
problem
  nodes           : 11901
  state variables : 4
  scenarios       : 6.68857e+229
  existing cuts   : false
options
  solver          : serial mode
  risk measure    : SDDP.Expectation()
  sampling scheme : SDDP.InSampleMonteCarlo
subproblem structure
  VariableRef                                  : [142, 142]
  JuMP.AffExpr in MOI.EqualTo{Float64}         : [13, 13]
  JuMP.VariableRef in MOI.GreaterThan{Float64} : [138, 138]
  JuMP.VariableRef in MOI.LessThan{Float64}    : [129, 130]
-------------------------------------------------------------------
 iteration    simulation      bound        time (s)     solves  pid
-------------------------------------------------------------------
         1   1.626538e+09  8.816023e+05  9.928000e+00     10250   1
         2   1.104744e+09  1.756999e+06  1.319300e+01     20902   1
         3   1.049485e+09  1.869265e+06  1.623600e+01     31540   1
         4   4.911973e+08  1.773392e+07  1.898000e+01     41672   1
         5   8.565213e+08  1.927954e+07  2.156900e+01     51696   1
         6   3.823167e+08  2.376383e+07  2.430500e+01     62109   1
         7   5.944537e+08  3.809872e+07  2.685200e+01     72560   1
         8   4.867094e+08  4.552180e+07  2.942400e+01     82666   1
         9   6.482101e+08  4.880323e+07  3.202100e+01     92883   1
        10   3.372009e+08  5.023426e+07  3.450300e+01    103314   1
        11   7.890829e+08  5.106783e+07  3.713700e+01    113741   1
        12   5.062530e+08  5.108891e+07  3.977500e+01    124032   1
        13   2.159293e+08  5.359265e+07  4.233600e+01    134484   1
        14   8.029404e+08  6.046112e+07  4.504200e+01    144995   1
        15   3.568439e+08  6.337223e+07  4.753600e+01    155329   1
        16   4.066051e+08  6.449756e+07  5.017400e+01    165880   1
        17   3.421289e+08  6.953247e+07  5.276200e+01    176058   1
        18   2.977308e+08  7.034280e+07  5.525600e+01    186686   1
        19   2.639979e+08  7.519622e+07  5.794600e+01    197349   1
        20   3.373408e+08  7.821698e+07  6.063400e+01    207829   1
        21   1.897823e+08  8.158447e+07  6.306800e+01    217946   1
        22   2.243281e+08  8.412853e+07  6.573800e+01    228354   1
        23   7.033162e+08  8.425744e+07  6.818200e+01    238460   1
        24   4.709083e+08  8.486126e+07  7.097000e+01    249143   1
        25   1.773640e+08  8.855048e+07  7.384800e+01    259761   1
        26   9.605743e+08  8.964032e+07  7.662900e+01    270052   1
        27   4.521052e+08  9.016029e+07  7.955000e+01    280302   1
        28   2.324291e+08  9.038388e+07  8.255700e+01    290726   1
        29   4.593337e+08  9.122657e+07  8.551400e+01    301408   1
        30   5.091511e+08  9.198699e+07  8.862100e+01    311435   1
        31   1.677825e+08  9.225957e+07  9.182500e+01    321805   1
        32   4.603099e+08  9.329929e+07  9.480400e+01    331952   1
        33   2.308285e+08  9.346326e+07  9.802800e+01    342314   1
        34   1.889256e+08  9.466595e+07  1.011230e+02    352796   1
        35   5.101595e+08  9.530730e+07  1.044200e+02    362892   1
        36   1.958974e+08  9.539780e+07  1.079550e+02    373405   1
        37   2.057982e+08  9.812643e+07  1.112960e+02    383919   1
        38   3.901262e+08  9.979021e+07  1.141090e+02    394301   1
        39   8.150873e+08  1.022064e+08  1.168830e+02    404401   1
        40   7.315881e+08  1.030639e+08  1.196500e+02    414836   1
        41   3.067853e+08  1.071168e+08  1.228710e+02    425227   1
        42   5.701181e+08  1.077155e+08  1.262610e+02    435617   1
        43   1.770295e+08  1.080019e+08  1.297710e+02    446099   1
        44   3.754507e+08  1.102222e+08  1.336290e+02    456722   1
        45   7.661583e+08  1.171164e+08  1.376550e+02    466664   1
        46   2.393924e+08  1.184458e+08  1.419150e+02    476670   1
        47   3.642139e+08  1.208162e+08  1.466570e+02    486992   1
        48   4.865316e+08  1.213293e+08  1.511940e+02    497447   1
        49   3.440629e+08  1.236891e+08  1.560740e+02    507803   1
