||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PATH
calling 
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal\run_model_linearized.jl
DATETIME
2025-04-01T10:53:32.945
RUN DESCRIPTION
LogLinearSDDP.AlgoParams(SDDP.AbstractStoppingRule[SDDP.TimeLimit(7200.0)], LogLinearSDDP.Simulation(SDDP.InSampleMonteCarlo(0, false, true, SDDP.var"#155#158"{SDDP.var"#156#159"}(SDDP.var"#156#159"(), Core.Box(0)), nothing), 2000, 11111), false, 2, 1, "C:/Users/cg4102/Documents/julia_logs/Cut-sharing Final Run (2h)/Run_fitted_model_33333/LinearizedSDDP.log", false, false, false, 33333, "", :fitted_model)
-------------------------------------------------------------------
         SDDP.jl (c) Oscar Dowson and contributors, 2017-23
-------------------------------------------------------------------
problem
  nodes           : 120
  state variables : 8
  scenarios       : 1.00000e+238
  existing cuts   : false
options
  solver          : serial mode
  risk measure    : SDDP.Expectation()
  sampling scheme : SDDP.InSampleMonteCarlo
subproblem structure
  VariableRef                                  : [170, 174]
  JuMP.AffExpr in MOI.EqualTo{Float64}         : [13, 13]
  JuMP.VariableRef in MOI.EqualTo{Float64}     : [1, 1]
  JuMP.VariableRef in MOI.GreaterThan{Float64} : [157, 157]
  JuMP.VariableRef in MOI.LessThan{Float64}    : [148, 149]
-------------------------------------------------------------------
 iteration    simulation      bound        time (s)     solves  pid
-------------------------------------------------------------------
         1   2.127307e+09  2.450955e+05  2.375000e+00     12021   1
         2   1.724737e+09  2.450955e+05  4.640000e+00     24042   1
         3   1.781241e+09  1.084343e+06  6.921000e+00     36063   1
         4   1.034115e+09  1.629417e+06  9.203000e+00     48084   1
         5   1.032884e+09  1.802780e+06  1.149900e+01     60105   1
         6   1.032413e+09  1.889712e+06  1.381200e+01     72126   1
         7   9.358790e+08  1.916984e+06  1.617100e+01     84147   1
         8   1.154286e+09  3.638534e+06  1.849900e+01     96168   1
         9   5.024225e+08  4.408034e+06  2.081200e+01    108189   1
        10   6.325753e+08  1.172115e+07  2.314000e+01    120210   1
        11   3.721100e+08  1.201758e+07  2.543700e+01    132231   1
        12   8.535585e+08  1.634888e+07  2.773400e+01    144252   1
        13   5.759064e+08  1.801899e+07  3.012400e+01    156273   1
        14   8.296921e+08  1.838706e+07  3.243700e+01    168294   1
        15   4.257935e+08  1.850105e+07  3.476500e+01    180315   1
        16   3.546495e+08  1.963013e+07  3.709300e+01    192336   1
        17   4.996360e+08  1.978427e+07  3.940500e+01    204357   1
        18   3.704860e+08  2.258728e+07  4.171800e+01    216378   1
        19   3.912429e+08  2.314945e+07  4.410900e+01    228399   1
        20   2.864982e+08  3.477177e+07  4.639000e+01    240420   1
        21   5.302980e+08  3.489589e+07  4.867100e+01    252441   1
        22   3.563631e+08  3.493735e+07  5.096800e+01    264462   1
        23   3.511385e+08  3.561257e+07  5.324900e+01    276483   1
        24   7.284186e+08  4.119104e+07  5.554600e+01    288504   1
        25   2.974956e+08  4.150943e+07  5.790500e+01    300525   1
        26   2.847345e+08  4.168129e+07  6.021800e+01    312546   1
        27   3.587814e+08  4.205878e+07  6.253000e+01    324567   1
        28   6.540637e+08  4.228946e+07  6.484300e+01    336588   1
        29   2.163765e+08  5.533454e+07  6.710800e+01    348609   1
        30   3.645966e+08  5.569186e+07  6.939000e+01    360630   1
        31   3.886832e+08  5.601253e+07  7.176500e+01    372651   1
        32   3.851416e+08  5.639410e+07  7.404600e+01    384672   1
        33   4.160437e+08  5.651869e+07  7.634300e+01    396693   1
        34   4.551877e+08  5.676356e+07  7.860800e+01    408714   1
        35   6.992927e+08  5.683205e+07  8.090500e+01    420735   1
        36   3.879850e+08  5.694705e+07  8.321800e+01    432756   1
        37   2.449592e+08  5.698331e+07  8.559300e+01    444777   1
        38   7.168581e+08  5.704831e+07  8.790500e+01    456798   1
        39   3.445132e+08  5.705783e+07  9.020200e+01    468819   1
        40   2.297257e+08  5.724307e+07  9.248300e+01    480840   1
        41   1.857427e+08  5.724742e+07  9.478000e+01    492861   1
        42   4.477036e+08  5.739846e+07  9.710800e+01    504882   1
        43   3.363154e+08  8.438337e+07  9.951400e+01    516903   1
        44   5.076794e+08  8.445889e+07  1.018420e+02    528924   1
        45   2.713483e+08  8.450273e+07  1.042020e+02    540945   1
        46   2.868573e+08  8.470437e+07  1.065140e+02    552966   1
        47   2.295754e+08  8.488408e+07  1.088270e+02    564987   1
        48   5.073744e+08  8.535059e+07  1.111550e+02    577008   1
        49   3.922037e+08  8.543449e+07  1.135610e+02    589029   1
        50   5.216491e+08  8.611335e+07  1.159200e+02    601050   1
        51   2.698859e+08  8.615942e+07  1.182330e+02    613071   1
        52   3.968637e+08  8.629547e+07  1.205770e+02    625092   1
        53   3.394837e+08  8.804844e+07  1.229200e+02    637113   1
        54   1.323417e+08  8.867199e+07  1.252170e+02    649134   1
        55   6.762561e+08  8.899488e+07  1.276550e+02    661155   1
        56   4.680528e+08  8.901797e+07  1.299980e+02    673176   1
        57   3.440737e+08  8.943800e+07  1.323260e+02    685197   1
        58   5.365401e+08  8.943897e+07  1.347010e+02    697218   1
        59   6.364891e+08  9.025898e+07  1.370610e+02    709239   1
        60   3.206285e+08  9.041181e+07  1.394360e+02    721260   1
        61   3.297761e+08  9.063980e+07  1.418730e+02    733281   1
        62   2.223814e+08  9.084136e+07  1.442330e+02    745302   1
        63   2.023139e+08  9.149356e+07  1.465760e+02    757323   1
        64   2.784124e+08  9.166099e+07  1.489360e+02    769344   1
        65   3.232705e+08  9.176826e+07  1.512790e+02    781365   1
        66   3.276138e+08  9.188436e+07  1.536080e+02    793386   1
        67   4.480368e+08  9.193916e+07  1.560140e+02    805407   1
        68   4.866073e+08  9.198366e+07  1.583890e+02    817428   1
        69   2.360412e+08  1.022087e+08  1.607320e+02    829449   1
        70   3.296811e+08  1.025852e+08  1.630760e+02    841470   1
        71   2.516770e+08  1.026977e+08  1.654360e+02    853491   1
        72   5.472656e+08  1.047016e+08  1.677790e+02    865512   1
        73   2.425977e+08  1.063644e+08  1.702170e+02    877533   1
        74   2.283607e+08  1.071895e+08  1.725760e+02    889554   1
        75   8.795461e+08  1.073578e+08  1.749510e+02    901575   1
        76   2.998463e+08  1.074547e+08  1.773420e+02    913596   1
        77   3.851323e+08  1.098932e+08  1.797010e+02    925617   1
        78   3.278317e+08  1.099723e+08  1.820920e+02    937638   1
        79   7.215157e+08  1.104616e+08  1.845920e+02    949659   1
        80   3.451778e+08  1.121924e+08  1.869980e+02    961680   1
        81   2.630322e+08  1.128876e+08  1.893730e+02    973701   1
        82   2.632528e+08  1.130416e+08  1.917630e+02    985722   1
        83   2.704887e+08  1.131883e+08  1.941700e+02    997743   1
        84   2.836533e+08  1.133717e+08  1.965760e+02   1009764   1
        85   4.132815e+08  1.133928e+08  1.990760e+02   1021785   1
        86   5.789253e+08  1.134145e+08  2.014980e+02   1033806   1
        87   2.093564e+08  1.134555e+08  2.038880e+02   1045827   1
        88   4.769224e+08  1.134704e+08  2.063100e+02   1057848   1
        89   3.130825e+08  1.134973e+08  2.087160e+02   1069869   1
        90   7.814149e+08  1.135384e+08  2.111380e+02   1081890   1
        91   1.769903e+08  1.135898e+08  2.136230e+02   1093911   1
        92   5.760785e+08  1.136644e+08  2.160600e+02   1105932   1
        93   5.140869e+08  1.137851e+08  2.184980e+02   1117953   1
        94   2.092633e+08  1.144371e+08  2.208730e+02   1129974   1
        95   3.072275e+08  1.144511e+08  2.232790e+02   1141995   1
        96   1.651432e+08  1.150348e+08  2.256540e+02   1154016   1
        97   2.059452e+08  1.151373e+08  2.281220e+02   1166037   1
        98   2.878264e+08  1.155564e+08  2.305600e+02   1178058   1
        99   4.240502e+08  1.161070e+08  2.329820e+02   1190079   1
       100   2.344245e+08  1.163777e+08  2.353880e+02   1202100   1
       101   5.245520e+08  1.170854e+08  2.378100e+02   1214121   1
       102   2.461760e+08  1.172502e+08  2.402320e+02   1226142   1
       103   3.633190e+08  1.176148e+08  2.427470e+02   1238163   1
       104   2.994428e+08  1.176233e+08  2.451850e+02   1250184   1
       105   1.859511e+08  1.177925e+08  2.476070e+02   1262205   1
       106   9.938773e+08  1.180800e+08  2.500440e+02   1274226   1
       107   2.838084e+08  1.191325e+08  2.524970e+02   1286247   1
       108   2.262643e+08  1.191938e+08  2.549350e+02   1298268   1
       109   2.274975e+08  1.194248e+08  2.574350e+02   1310289   1
       110   1.373100e+08  1.196407e+08  2.598880e+02   1322310   1
       111   2.566683e+08  1.206123e+08  2.622780e+02   1334331   1
       112   2.326272e+08  1.209488e+08  2.647160e+02   1346352   1
       113   7.780678e+08  1.213411e+08  2.671530e+02   1358373   1
       114   1.810963e+08  1.213924e+08  2.696380e+02   1370394   1
       115   3.883440e+08  1.214230e+08  2.721060e+02   1382415   1
       116   2.637823e+08  1.216525e+08  2.745750e+02   1394436   1
       117   3.535057e+08  1.220299e+08  2.770130e+02   1406457   1
       118   4.178259e+08  1.222406e+08  2.794970e+02   1418478   1
       119   1.747460e+08  1.227687e+08  2.819340e+02   1430499   1
       120   2.094256e+08  1.228907e+08  2.844190e+02   1442520   1
       121   2.246935e+08  1.229508e+08  2.868720e+02   1454541   1
       122   5.572689e+08  1.233728e+08  2.893560e+02   1466562   1
       123   1.629516e+08  1.236050e+08  2.917940e+02   1478583   1
       124   5.266538e+08  1.241113e+08  2.942310e+02   1490604   1
       125   2.040005e+08  1.245293e+08  2.966530e+02   1502625   1
       126   1.702138e+08  1.248800e+08  2.991220e+02   1514646   1
       127   1.916465e+08  1.250840e+08  3.016060e+02   1526667   1
       128   3.074870e+08  1.253709e+08  3.040590e+02   1538688   1
       129   3.332777e+08  1.253788e+08  3.064970e+02   1550709   1
       130   2.080766e+08  1.255150e+08  3.089500e+02   1562730   1
       131   2.391551e+08  1.256584e+08  3.113720e+02   1574751   1
       132   5.988583e+08  1.271526e+08  3.138560e+02   1586772   1
       133   3.908264e+08  1.276852e+08  3.163560e+02   1598793   1
       134   2.443313e+08  1.283348e+08  3.188400e+02   1610814   1
       135   1.971806e+08  1.286593e+08  3.213090e+02   1622835   1
       136   2.871192e+08  1.288780e+08  3.237620e+02   1634856   1
       137   1.780876e+08  1.291028e+08  3.262150e+02   1646877   1
       138   2.249621e+08  1.292354e+08  3.287150e+02   1658898   1
       139   2.409935e+08  1.294810e+08  3.312000e+02   1670919   1
       140   4.361895e+08  1.296666e+08  3.336680e+02   1682940   1
       141   6.178734e+08  1.298710e+08  3.361840e+02   1694961   1
       142   2.235686e+08  1.298977e+08  3.386530e+02   1706982   1
       143   3.887610e+08  1.303479e+08  3.410900e+02   1719003   1
       144   2.687544e+08  1.316137e+08  3.436060e+02   1731024   1
       145   1.324382e+08  1.316220e+08  3.460740e+02   1743045   1
       146   3.589301e+08  1.317030e+08  3.485590e+02   1755066   1
       147   1.337448e+08  1.318001e+08  3.510590e+02   1767087   1
       148   4.750582e+08  1.318641e+08  3.535740e+02   1779108   1
       149   3.559757e+08  1.323083e+08  3.560590e+02   1791129   1
       150   3.004892e+08  1.325088e+08  3.586210e+02   1803150   1
       151   1.899780e+08  1.325109e+08  3.611060e+02   1815171   1
       152   4.397831e+08  1.326866e+08  3.635590e+02   1827192   1
       153   1.277116e+08  1.327151e+08  3.660270e+02   1839213   1
       154   2.580699e+08  1.327535e+08  3.685120e+02   1851234   1
       155   1.346234e+08  1.328110e+08  3.709960e+02   1863255   1
       156   1.547061e+08  1.329172e+08  3.735740e+02   1875276   1
       157   2.233981e+08  1.331415e+08  3.760740e+02   1887297   1
       158   1.453551e+08  1.331797e+08  3.785590e+02   1899318   1
       159   1.623865e+08  1.332117e+08  3.810590e+02   1911339   1
       160   2.417998e+08  1.333074e+08  3.835430e+02   1923360   1
       161   1.631033e+08  1.333507e+08  3.860580e+02   1935381   1
       162   6.453700e+08  1.334814e+08  3.886520e+02   1947402   1
       163   1.999585e+08  1.335284e+08  3.911680e+02   1959423   1
       164   4.428213e+08  1.335542e+08  3.936990e+02   1971444   1
       165   3.032872e+08  1.336314e+08  3.961990e+02   1983465   1
       166   3.742991e+08  1.336985e+08  3.987150e+02   1995486   1
       167   3.070675e+08  1.337665e+08  4.011990e+02   2007507   1
       168   5.413450e+08  1.338343e+08  4.038080e+02   2019528   1
       169   1.562178e+08  1.347592e+08  4.062930e+02   2031549   1
       170   3.742158e+08  1.360784e+08  4.088080e+02   2043570   1
       171   1.777612e+08  1.362057e+08  4.112770e+02   2055591   1
       172   2.648521e+08  1.364461e+08  4.137930e+02   2067612   1
       173   1.696948e+08  1.367141e+08  4.162930e+02   2079633   1
       174   1.764554e+08  1.370109e+08  4.189020e+02   2091654   1
       175   2.238403e+08  1.370329e+08  4.214020e+02   2103675   1
       176   1.640012e+08  1.371473e+08  4.239170e+02   2115696   1
       177   3.193353e+08  1.372047e+08  4.264170e+02   2127717   1
       178   4.048329e+08  1.373609e+08  4.289640e+02   2139738   1
       179   1.079149e+08  1.381952e+08  4.314640e+02   2151759   1
       180   2.454797e+08  1.384577e+08  4.340890e+02   2163780   1
       181   1.646040e+08  1.389502e+08  4.366210e+02   2175801   1
       182   2.902119e+08  1.391257e+08  4.391520e+02   2187822   1
       183   1.818243e+08  1.392504e+08  4.416670e+02   2199843   1
       184   1.544520e+08  1.394296e+08  4.441990e+02   2211864   1
       185   2.054770e+08  1.394693e+08  4.467140e+02   2223885   1
       186   1.931752e+08  1.396102e+08  4.493390e+02   2235906   1
       187   2.305710e+08  1.398956e+08  4.518700e+02   2247927   1
       188   1.899688e+08  1.400395e+08  4.544020e+02   2259948   1
       189   4.860452e+08  1.401539e+08  4.569330e+02   2271969   1
       190   3.102532e+08  1.406599e+08  4.594800e+02   2283990   1
       191   1.766391e+08  1.412948e+08  4.619950e+02   2296011   1
       192   1.747261e+08  1.413232e+08  4.646360e+02   2308032   1
       193   3.089602e+08  1.415047e+08  4.671980e+02   2320053   1
       194   1.638148e+08  1.416883e+08  4.697140e+02   2332074   1
       195   1.858154e+08  1.417473e+08  4.722450e+02   2344095   1
       196   1.868843e+08  1.419218e+08  4.748080e+02   2356116   1
       197   3.630400e+08  1.419850e+08  4.774330e+02   2368137   1
       198   1.623024e+08  1.421914e+08  4.800110e+02   2380158   1
       199   1.784650e+08  1.424424e+08  4.825420e+02   2392179   1
       200   2.381070e+08  1.425434e+08  4.850890e+02   2404200   1
       201   2.642749e+08  1.428326e+08  4.876040e+02   2416221   1
       202   1.597966e+08  1.428972e+08  4.901510e+02   2428242   1
       203   3.539134e+08  1.429697e+08  4.927920e+02   2440263   1
       204   2.709696e+08  1.430172e+08  4.953860e+02   2452284   1
       205   1.781132e+08  1.430647e+08  4.979640e+02   2464305   1
       206   1.777224e+08  1.431186e+08  5.005110e+02   2476326   1
       207   1.449406e+08  1.432088e+08  5.030570e+02   2488347   1
       208   4.417975e+08  1.432465e+08  5.056200e+02   2500368   1
       209   3.999834e+08  1.432503e+08  5.082140e+02   2512389   1
       210   4.052487e+08  1.433135e+08  5.107760e+02   2524410   1
       211   1.482366e+08  1.433411e+08  5.133390e+02   2536431   1
       212   1.435594e+08  1.434407e+08  5.159010e+02   2548452   1
       213   5.076501e+08  1.434475e+08  5.184480e+02   2560473   1
       214   5.263427e+08  1.434862e+08  5.210260e+02   2572494   1
       215   2.024233e+08  1.435076e+08  5.236670e+02   2584515   1
       216   2.233040e+08  1.435658e+08  5.262600e+02   2596536   1
       217   2.580668e+08  1.435729e+08  5.288540e+02   2608557   1
       218   1.814679e+08  1.436121e+08  5.314320e+02   2620578   1
       219   7.366908e+08  1.436533e+08  5.340100e+02   2632599   1
       220   3.202177e+08  1.437680e+08  5.365880e+02   2644620   1
       221   1.991338e+08  1.438602e+08  5.392450e+02   2656641   1
       222   2.016878e+08  1.439413e+08  5.418380e+02   2668662   1
       223   2.671609e+08  1.440869e+08  5.444320e+02   2680683   1
       224   1.886269e+08  1.441296e+08  5.470100e+02   2692704   1
       225   5.448055e+08  1.442189e+08  5.495880e+02   2704725   1
       226   2.956196e+08  1.442669e+08  5.522130e+02   2716746   1
       227   1.906527e+08  1.442760e+08  5.548540e+02   2728767   1
       228   3.624126e+08  1.444794e+08  5.574630e+02   2740788   1
       229   6.723488e+08  1.446807e+08  5.600720e+02   2752809   1
       230   1.866069e+08  1.448280e+08  5.626970e+02   2764830   1
       231   2.557719e+08  1.450236e+08  5.652910e+02   2776851   1
       232   2.330131e+08  1.450944e+08  5.679010e+02   2788872   1
       233   2.317987e+08  1.451948e+08  5.705720e+02   2800893   1
       234   1.900147e+08  1.456667e+08  5.731970e+02   2812914   1
       235   3.330952e+08  1.456826e+08  5.758070e+02   2824935   1
       236   1.636474e+08  1.458755e+08  5.784000e+02   2836956   1
       237   4.623851e+08  1.468055e+08  5.810100e+02   2848977   1
       238   2.655978e+08  1.468403e+08  5.836500e+02   2860998   1
       239   4.015403e+08  1.468466e+08  5.863530e+02   2873019   1
       240   2.235595e+08  1.469947e+08  5.889780e+02   2885040   1
       241   2.088117e+08  1.470889e+08  5.916030e+02   2897061   1
       242   2.586258e+08  1.473119e+08  5.941970e+02   2909082   1
       243   1.696120e+08  1.473497e+08  5.968220e+02   2921103   1
       244   4.300915e+08  1.473558e+08  5.994630e+02   2933124   1
       245   4.468484e+08  1.474684e+08  6.021660e+02   2945145   1
       246   2.206888e+08  1.478588e+08  6.048060e+02   2957166   1
       247   1.237369e+08  1.478627e+08  6.073850e+02   2969187   1
       248   4.041441e+08  1.482840e+08  6.100250e+02   2981208   1
       249   1.736915e+08  1.487394e+08  6.126340e+02   2993229   1
       250   1.676405e+08  1.488287e+08  6.153060e+02   3005250   1
       251   5.079691e+08  1.489438e+08  6.179310e+02   3017271   1
       252   4.772359e+08  1.489701e+08  6.205720e+02   3029292   1
       253   3.722511e+08  1.490618e+08  6.232130e+02   3041313   1
       254   1.639672e+08  1.490835e+08  6.258220e+02   3053334   1
       255   1.611067e+08  1.494190e+08  6.284470e+02   3065355   1
       256   1.377585e+08  1.495432e+08  6.311660e+02   3077376   1
       257   2.654513e+08  1.496360e+08  6.338530e+02   3089397   1
       258   2.754166e+08  1.496609e+08  6.365250e+02   3101418   1
       259   1.243634e+08  1.498579e+08  6.391810e+02   3113439   1
       260   2.652295e+08  1.499150e+08  6.418060e+02   3125460   1
       261   3.056075e+08  1.499436e+08  6.444470e+02   3137481   1
       262   1.582695e+08  1.499776e+08  6.471500e+02   3149502   1
       263   6.729353e+08  1.500821e+08  6.497910e+02   3161523   1
       264   1.648556e+08  1.501189e+08  6.524160e+02   3173544   1
       265   1.180809e+08  1.502801e+08  6.550410e+02   3185565   1
       266   2.327757e+08  1.503469e+08  6.576970e+02   3197586   1
       267   2.313738e+08  1.503782e+08  6.603530e+02   3209607   1
       268   2.238537e+08  1.506007e+08  6.630560e+02   3221628   1
       269   2.329735e+08  1.507016e+08  6.657280e+02   3233649   1
       270   3.697055e+08  1.507340e+08  6.684160e+02   3245670   1
       271   7.796483e+08  1.508486e+08  6.710720e+02   3257691   1
       272   5.659304e+08  1.510323e+08  6.737280e+02   3269712   1
       273   1.770349e+08  1.511526e+08  6.763840e+02   3281733   1
       274   2.919051e+08  1.513322e+08  6.791190e+02   3293754   1
       275   2.756555e+08  1.513502e+08  6.817910e+02   3305775   1
       276   1.693078e+08  1.514188e+08  6.844470e+02   3317796   1
       277   1.889776e+08  1.516114e+08  6.871030e+02   3329817   1
       278   3.391665e+08  1.516300e+08  6.897750e+02   3341838   1
       279   1.894730e+08  1.517627e+08  6.924150e+02   3353859   1
       280   2.993549e+08  1.517757e+08  6.951340e+02   3365880   1
       281   2.006932e+08  1.517965e+08  6.978220e+02   3377901   1
       282   1.641724e+08  1.519859e+08  7.004930e+02   3389922   1
       283   1.708496e+08  1.520064e+08  7.031180e+02   3401943   1
       284   3.272157e+08  1.523952e+08  7.058060e+02   3413964   1
       285   2.661954e+08  1.524189e+08  7.084620e+02   3425985   1
       286   3.008618e+08  1.525388e+08  7.112280e+02   3438006   1
       287   1.751411e+08  1.526275e+08  7.139150e+02   3450027   1
       288   4.779404e+08  1.527225e+08  7.166030e+02   3462048   1
       289   2.697191e+08  1.528684e+08  7.192900e+02   3474069   1
       290   2.357563e+08  1.529477e+08  7.219780e+02   3486090   1
       291   1.679319e+08  1.530855e+08  7.246500e+02   3498111   1
       292   1.479999e+08  1.531322e+08  7.273840e+02   3510132   1
       293   5.953015e+08  1.533785e+08  7.301030e+02   3522153   1
       294   2.671605e+08  1.534319e+08  7.327900e+02   3534174   1
       295   2.711619e+08  1.535115e+08  7.354620e+02   3546195   1
       296   4.071797e+08  1.536058e+08  7.381340e+02   3558216   1
       297   3.252332e+08  1.537020e+08  7.408370e+02   3570237   1
       298   1.879314e+08  1.537846e+08  7.435400e+02   3582258   1
       299   1.647422e+08  1.538245e+08  7.462270e+02   3594279   1
       300   1.523345e+08  1.538481e+08  7.489310e+02   3606300   1
       301   3.354796e+08  1.539147e+08  7.516490e+02   3618321   1
       302   2.120006e+08  1.540542e+08  7.543520e+02   3630342   1
       303   3.182306e+08  1.540695e+08  7.571340e+02   3642363   1
       304   2.863628e+08  1.541702e+08  7.598680e+02   3654384   1
       305   5.189154e+08  1.541710e+08  7.625710e+02   3666405   1
       306   1.966826e+08  1.542130e+08  7.652900e+02   3678426   1
       307   3.559135e+08  1.542234e+08  7.680400e+02   3690447   1
       308   5.648846e+08  1.543060e+08  7.707580e+02   3702468   1
       309   7.606341e+08  1.543387e+08  7.735240e+02   3714489   1
       310   2.496561e+08  1.544137e+08  7.762580e+02   3726510   1
       311   1.777944e+08  1.545189e+08  7.789150e+02   3738531   1
       312   4.711747e+08  1.545821e+08  7.816180e+02   3750552   1
       313   3.188937e+08  1.547479e+08  7.843050e+02   3762573   1
       314   1.577930e+08  1.547648e+08  7.870240e+02   3774594   1
       315   1.639033e+08  1.549356e+08  7.897740e+02   3786615   1
       316   4.324204e+08  1.549822e+08  7.925400e+02   3798636   1
       317   2.508507e+08  1.550771e+08  7.952890e+02   3810657   1
       318   1.575652e+08  1.551432e+08  7.979460e+02   3822678   1
       319   3.021759e+08  1.552136e+08  8.006800e+02   3834699   1
       320   1.623561e+08  1.552259e+08  8.033830e+02   3846720   1
       321   1.924348e+08  1.552891e+08  8.061960e+02   3858741   1
       322   3.203152e+08  1.553148e+08  8.089300e+02   3870762   1
       323   2.805724e+08  1.553938e+08  8.116490e+02   3882783   1
       324   2.873301e+08  1.555086e+08  8.143520e+02   3894804   1
       325   7.291654e+08  1.555684e+08  8.170390e+02   3906825   1
       326   2.857183e+08  1.556341e+08  8.197580e+02   3918846   1
       327   7.371990e+08  1.556442e+08  8.225550e+02   3930867   1
       328   2.137201e+08  1.557436e+08  8.252740e+02   3942888   1
       329   2.106644e+08  1.557639e+08  8.280080e+02   3954909   1
       330   3.781077e+08  1.557855e+08  8.307580e+02   3966930   1
       331   2.479059e+08  1.558528e+08  8.334920e+02   3978951   1
       332   1.910638e+08  1.558706e+08  8.362420e+02   3990972   1
       333   4.066491e+08  1.559238e+08  8.390700e+02   4002993   1
       334   2.880898e+08  1.560267e+08  8.418050e+02   4015014   1
       335   2.546528e+08  1.561315e+08  8.445230e+02   4027035   1
       336   1.488840e+08  1.562078e+08  8.472580e+02   4039056   1
       337   4.430563e+08  1.562363e+08  8.500230e+02   4051077   1
       338   2.835138e+08  1.562734e+08  8.528050e+02   4063098   1
       339   3.411716e+08  1.563378e+08  8.556010e+02   4075119   1
       340   1.543106e+08  1.564283e+08  8.583360e+02   4087140   1
       341   2.688045e+08  1.565292e+08  8.611010e+02   4099161   1
       342   4.774502e+08  1.565372e+08  8.638980e+02   4111182   1
       343   1.991402e+08  1.565585e+08  8.666790e+02   4123203   1
       344   1.195013e+08  1.566030e+08  8.694920e+02   4135224   1
       345   1.597739e+08  1.566517e+08  8.722730e+02   4147245   1
       346   3.462164e+08  1.567101e+08  8.750540e+02   4159266   1
       347   2.727710e+08  1.567368e+08  8.778360e+02   4171287   1
       348   4.537856e+08  1.569386e+08  8.806010e+02   4183308   1
       349   2.554793e+08  1.569759e+08  8.833670e+02   4195329   1
       350   1.415433e+08  1.570454e+08  8.862110e+02   4207350   1
       351   1.451980e+08  1.571067e+08  8.890080e+02   4219371   1
       352   2.025960e+08  1.573792e+08  8.917580e+02   4231392   1
       353   3.064680e+08  1.573803e+08  8.945230e+02   4243413   1
       354   2.601685e+08  1.575178e+08  8.972890e+02   4255434   1
       355   2.084138e+08  1.576204e+08  9.000550e+02   4267455   1
       356   2.291305e+08  1.577029e+08  9.029140e+02   4279476   1
       357   3.067213e+08  1.578373e+08  9.056480e+02   4291497   1
       358   2.805861e+08  1.579994e+08  9.084290e+02   4303518   1
       359   2.616299e+08  1.580746e+08  9.111480e+02   4315539   1
       360   3.673835e+08  1.581414e+08  9.139290e+02   4327560   1
       361   2.362775e+08  1.581655e+08  9.166790e+02   4339581   1
       362   2.918497e+08  1.583155e+08  9.195390e+02   4351602   1
       363   3.414604e+08  1.586984e+08  9.223040e+02   4363623   1
