||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PATH
calling 
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal\run_model_linearized.jl
DATETIME
2025-04-03T17:31:38.055
RUN DESCRIPTION
LogLinearSDDP.AlgoParams(SDDP.AbstractStoppingRule[SDDP.TimeLimit(7200.0)], LogLinearSDDP.Simulation(SDDP.InSampleMonteCarlo(0, false, true, SDDP.var"#155#158"{SDDP.var"#156#159"}(SDDP.var"#156#159"(), Core.Box(0)), nothing), 2000, 11111), false, 2, 1, "C:/Users/cg4102/Documents/julia_logs/Cut-sharing Final Run (2h) - NoCS/Run_shapiro_model_55555/LinearizedSDDP.log", false, false, false, 55555, "", :fitted_model)
-------------------------------------------------------------------
         SDDP.jl (c) Oscar Dowson and contributors, 2017-23
-------------------------------------------------------------------
problem
  nodes           : 120
  state variables : 8
  scenarios       : 1.00000e+238
  existing cuts   : false
options
  solver          : serial mode
  risk measure    : SDDP.Expectation()
  sampling scheme : SDDP.InSampleMonteCarlo
subproblem structure
  VariableRef                                  : [170, 174]
  JuMP.AffExpr in MOI.EqualTo{Float64}         : [13, 13]
  JuMP.VariableRef in MOI.EqualTo{Float64}     : [1, 1]
  JuMP.VariableRef in MOI.GreaterThan{Float64} : [157, 157]
  JuMP.VariableRef in MOI.LessThan{Float64}    : [148, 149]
-------------------------------------------------------------------
 iteration    simulation      bound        time (s)     solves  pid
-------------------------------------------------------------------
         1   2.664717e+09  2.450955e+05  2.282000e+00     12021   1
         2   1.770460e+09  2.450955e+05  4.470000e+00     24042   1
         3   1.070515e+09  2.450955e+05  6.719000e+00     36063   1
         4   1.118036e+09  7.408832e+05  8.938000e+00     48084   1
         5   7.161832e+08  4.778435e+06  1.117300e+01     60105   1
         6   6.456575e+08  5.697025e+06  1.345500e+01     72126   1
         7   1.084585e+09  6.189975e+06  1.572100e+01     84147   1
         8   7.269876e+08  6.522251e+06  1.798800e+01     96168   1
         9   5.598178e+08  7.541323e+06  2.030000e+01    108189   1
        10   5.950762e+08  8.015435e+06  2.258200e+01    120210   1
        11   6.649514e+08  8.339560e+06  2.484800e+01    132231   1
        12   4.363103e+08  1.118187e+07  2.714500e+01    144252   1
        13   4.438656e+08  1.141633e+07  2.945800e+01    156273   1
        14   5.346154e+08  1.176135e+07  3.172500e+01    168294   1
        15   3.567487e+08  1.890091e+07  3.403800e+01    180315   1
        16   4.341624e+08  1.941729e+07  3.628800e+01    192336   1
        17   3.032620e+08  2.470848e+07  3.853800e+01    204357   1
        18   1.066487e+09  2.716551e+07  4.083500e+01    216378   1
        19   3.850164e+08  2.827832e+07  4.313200e+01    228399   1
        20   5.952752e+08  2.891792e+07  4.541300e+01    240420   1
        21   8.184057e+08  2.964403e+07  4.771100e+01    252441   1
        22   3.736183e+08  3.338473e+07  4.999200e+01    264462   1
        23   1.914083e+08  3.678794e+07  5.225800e+01    276483   1
        24   6.363718e+08  3.706139e+07  5.458600e+01    288504   1
        25   2.468927e+08  4.677993e+07  5.685200e+01    300525   1
