(1,3156.01)
(2,3795.49)
(3,6904.43)
(4,10597.68)
(5,11877.89)
(6,11709.08)
(7,10583.99)
(8,8611.7)
(9,6243.01)
(10,3412.47)
(11,779.75)
(12,258.88)
(13,1803.44)
(14,3965.32)
(15,6904.3)
(16,10676.46)
(17,11789.96)
(18,11381.65)
(19,9837.58)
(20,7553.56)
(21,5123.96)
(22,2418.91)
(23,555.63)
(24,462.58)
(25,2286.26)
(26,4886.04)
(27,7303.15)
(28,10911.26)
(29,11943.27)
(30,11651.36)
(31,10543.43)
(32,8491.55)
(33,5717.27)
(34,2805.28)
(35,1052.39)
(36,505.96)
(37,2267.59)
(38,4854.03)
(39,7615.29)
(40,10897.68)
(41,11892.63)
(42,11569.93)
(43,10427.65)
(44,8113.26)
(45,5471.24)
(46,2794.04)
(47,802.5)
(48,607.25)
(49,2493.44)
(50,4649.91)
(51,7342.32)
(52,11140.57)
(53,12078.19)
(54,11902.44)
(55,10673.92)
(56,8276.43)
(57,5394.56)
(58,2608.78)
(59,689.91)
(60,528.34)
(61,2288.26)
(62,5086.29)
(63,7819.31)
(64,11118.23)
(65,11922.53)
(66,11743.19)
(67,10298.24)
(68,8025.1)
(69,5090.9)
(70,2572.25)
(71,507.99)
(72,335.4)
(73,1889.95)
(74,4043.95)
(75,6538.01)
(76,10434.2)
(77,11636.38)
(78,11404.22)
(79,10068.19)
(80,7816.29)
(81,5033.97)
(82,2385.15)
(83,564.81)
(84,442.56)
(85,2235.45)
(86,4630.23)
(87,7462.46)
(88,11163.92)
(89,12149.0)
(90,11921.05)
(91,10854.36)
(92,8845.04)
(93,5772.98)
(94,2715.57)
(95,798.6)
(96,328.61)
(97,1823.62)
(98,4727.12)
(99,7585.08)
(100,11185.41)
(101,12162.15)
(102,11978.89)
(103,10767.62)
(104,8395.46)
(105,5350.4)
(106,2537.67)
(107,570.66)
(108,297.98)
(109,1810.25)
(110,4527.26)
(111,7436.37)
(112,11163.94)
(113,12137.6)
(114,11977.62)
(115,10867.77)
(116,8777.52)
(117,6046.49)
(118,3165.28)
(119,818.35)
(120,372.07)
###################
(1,3156.01)
(2,873.44)
(3,1689.67)
(4,5646.66)
(5,7929.63)
(6,7619.51)
(7,6186.46)
(8,4406.64)
(9,2218.53)
(10,129.05)
