||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PATH
calling 
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal\run_model_markov.jl
DATETIME
2025-04-29T11:05:41.751
RUN DESCRIPTION
LogLinearSDDP.AlgoParams(SDDP.AbstractStoppingRule[SDDP.TimeLimit(7200.0)], LogLinearSDDP.NoSimulation(), false, 2, 1, "C:/Users/cg4102/Documents/julia_logs/Cut-sharing Re-Run (2h)/Run_MC-SDDP_shapiro_model_22222/MC-SDDP.log", false, false, false, 22222, "MC-SDDP: 100 nodes, shapiro_model", :fitted_model)
-------------------------------------------------------------------
         SDDP.jl (c) Oscar Dowson and contributors, 2017-23
-------------------------------------------------------------------
problem
  nodes           : 11901
  state variables : 4
  scenarios       : 6.68857e+229
  existing cuts   : false
options
  solver          : serial mode
  risk measure    : SDDP.Expectation()
  sampling scheme : SDDP.Historical{String, Dict{String, Float64}}
subproblem structure
  VariableRef                                  : [142, 142]
  JuMP.AffExpr in MOI.EqualTo{Float64}         : [13, 13]
  JuMP.VariableRef in MOI.GreaterThan{Float64} : [138, 138]
  JuMP.VariableRef in MOI.LessThan{Float64}    : [129, 130]
-------------------------------------------------------------------
 iteration    simulation      bound        time (s)     solves  pid
-------------------------------------------------------------------
         1   1.863259e+09  5.732445e+05  6.195000e+00     10325   1
         2   1.239019e+09  1.402931e+06  9.738000e+00     20780   1
         3   1.248154e+09  3.295994e+06  1.320900e+01     31189   1
         4   1.032656e+09  5.288763e+06  1.632000e+01     41495   1
         5   7.467550e+08  9.869949e+06  2.011400e+01     52311   1
         6   3.561484e+08  1.548173e+07  2.334200e+01     62522   1
         7   3.438332e+08  1.676809e+07  2.669100e+01     72880   1
         8   6.046159e+08  3.056013e+07  3.001800e+01     83232   1
         9   3.143520e+08  3.083526e+07  3.307700e+01     93579   1
        10   5.663425e+08  3.190041e+07  3.635800e+01    104003   1
        11   7.016559e+08  3.386670e+07  4.213500e+01    114604   1
        12   3.165214e+08  4.853940e+07  4.513600e+01    125074   1
        13   3.673920e+08  5.591395e+07  4.803700e+01    135515   1
        14   4.114915e+08  5.607094e+07  5.099800e+01    145957   1
        15   3.245698e+08  6.566649e+07  5.389900e+01    156340   1
        16   7.271371e+08  6.792267e+07  5.659500e+01    165919   1
        17   3.490698e+08  6.802608e+07  5.959100e+01    176244   1
        18   5.174136e+08  6.813419e+07  6.260200e+01    186774   1
        19   2.335903e+08  6.836616e+07  6.553900e+01    197272   1
        20   3.425991e+08  6.878213e+07  6.847200e+01    207702   1
        21   3.689802e+08  6.885811e+07  7.158100e+01    218460   1
        22   3.508645e+08  6.935581e+07  7.441000e+01    228395   1
        23   5.179532e+08  6.936541e+07  7.738200e+01    238562   1
        24   3.570143e+08  6.980285e+07  8.034500e+01    248712   1
        25   2.174819e+08  7.120713e+07  8.329200e+01    258508   1
        26   2.305324e+08  7.124866e+07  8.630500e+01    268812   1
        27   2.446407e+08  7.131004e+07  8.929600e+01    279194   1
        28   5.340790e+08  7.132386e+07  9.251600e+01    289402   1
        29   2.039041e+08  7.293593e+07  9.546600e+01    299253   1
        30   2.379422e+08  7.322372e+07  9.877200e+01    309395   1
        31   1.666805e+08  7.418338e+07  1.020150e+02    319635   1
        32   1.872389e+08  7.464026e+07  1.054160e+02    330142   1
        33   3.179975e+08  7.464827e+07  1.083810e+02    340167   1
        34   1.551935e+08  7.505024e+07  1.116280e+02    350588   1
        35   2.663732e+08  7.603277e+07  1.148340e+02    361124   1
        36   3.149445e+08  7.810308e+07  1.179950e+02    371136   1
        37   8.367817e+08  8.936530e+07  1.210540e+02    381041   1
        38   3.606967e+08  9.006112e+07  1.242850e+02    391513   1
        39   5.339937e+08  9.016092e+07  1.274280e+02    401718   1
        40   2.441438e+08  9.130874e+07  1.308370e+02    412426   1
        41   6.305577e+08  9.399431e+07  1.341390e+02    422925   1
        42   1.380235e+09  1.003234e+08  1.401990e+02    433229   1
        43   6.583759e+08  1.028922e+08  1.433290e+02    443506   1
        44   2.432533e+08  1.029842e+08  1.464550e+02    454076   1
        45   1.931249e+08  1.054272e+08  1.496460e+02    464424   1
        46   5.696965e+08  1.058719e+08  1.526000e+02    474863   1
        47   3.390600e+08  1.089915e+08  1.557290e+02    485460   1
        48   2.682334e+08  1.091931e+08  1.588420e+02    496162   1
        49   1.722446e+08  1.110530e+08  1.619130e+02    506602   1
        50   2.112556e+08  1.119064e+08  1.650900e+02    516871   1
        51   4.104458e+08  1.119296e+08  1.681120e+02    527020   1
        52   1.801349e+08  1.124257e+08  1.711740e+02    537467   1
        53   3.375663e+08  1.135134e+08  1.743960e+02    547937   1
        54   2.203124e+08  1.146754e+08  1.777270e+02    558528   1
        55   2.200448e+08  1.153830e+08  1.809030e+02    569112   1
        56   2.274498e+08  1.161897e+08  1.842240e+02    579599   1
        57   4.119843e+08  1.168539e+08  1.874020e+02    590014   1
        58   2.502330e+08  1.173297e+08  1.906450e+02    600705   1
        59   7.230266e+08  1.174739e+08  1.938010e+02    611038   1
        60   3.803725e+08  1.180898e+08  1.970040e+02    621384   1
        61   4.120198e+08  1.181972e+08  2.001550e+02    631523   1
        62   2.357067e+08  1.188250e+08  2.034000e+02    642111   1
        63   4.487538e+08  1.207775e+08  2.066430e+02    652675   1
        64   2.564261e+08  1.231458e+08  2.100790e+02    663450   1
        65   2.437110e+08  1.305531e+08  2.133550e+02    673783   1
        66   3.021534e+08  1.308464e+08  2.167150e+02    684227   1
        67   3.142661e+08  1.315992e+08  2.198480e+02    694046   1
        68   8.792015e+08  1.327647e+08  2.230720e+02    704229   1
        69   1.743019e+08  1.329565e+08  2.264140e+02    714403   1
        70   2.044128e+08  1.338083e+08  2.298670e+02    724893   1
        71   1.567920e+08  1.350933e+08  2.333230e+02    735029   1
        72   4.092256e+08  1.352542e+08  2.365920e+02    745064   1
        73   2.769960e+08  1.353832e+08  2.429230e+02    755831   1
        74   1.394128e+08  1.367288e+08  2.461790e+02    766128   1
        75   2.591788e+08  1.375899e+08  2.493520e+02    776424   1
        76   1.561569e+08  1.379350e+08  2.524610e+02    786171   1
        77   5.657611e+08  1.381734e+08  2.556780e+02    796453   1
        78   4.007806e+08  1.383262e+08  2.588520e+02    806613   1
        79   4.537778e+08  1.387119e+08  2.621120e+02    817042   1
        80   3.788738e+08  1.391645e+08  2.653820e+02    827577   1
        81   2.492978e+08  1.394632e+08  2.686520e+02    837974   1
        82   3.419278e+08  1.396171e+08  2.719970e+02    848345   1
        83   2.732019e+08  1.416857e+08  2.753430e+02    858954   1
        84   1.846324e+08  1.418141e+08  2.786990e+02    868933   1
        85   3.150138e+08  1.467123e+08  2.820030e+02    879293   1
        86   2.670546e+08  1.483095e+08  2.853790e+02    889826   1
        87   1.398174e+08  1.483211e+08  2.886040e+02    899486   1
        88   2.325300e+08  1.489450e+08  2.919570e+02    909722   1
        89   1.744791e+08  1.489866e+08  2.951790e+02    919481   1
        90   3.220304e+08  1.512404e+08  2.987010e+02    929794   1
        91   3.893901e+08  1.518191e+08  3.021580e+02    940231   1
        92   2.348510e+08  1.520432e+08  3.056150e+02    950668   1
        93   2.647102e+08  1.548843e+08  3.091100e+02    961149   1
        94   2.480380e+08  1.554147e+08  3.126110e+02    971633   1
        95   2.938222e+08  1.559921e+08  3.161200e+02    982429   1
        96   1.581218e+08  1.572837e+08  3.196410e+02    992874   1
        97   3.257217e+08  1.575536e+08  3.232140e+02   1003426   1
        98   3.506165e+08  1.592755e+08  3.266920e+02   1013656   1
        99   2.761821e+08  1.597953e+08  3.302310e+02   1023985   1
       100   1.614287e+08  1.613471e+08  3.338140e+02   1034669   1
       101   2.345713e+08  1.615332e+08  3.374100e+02   1045354   1
       102   2.035744e+08  1.616746e+08  3.436860e+02   1055802   1
       103   6.623582e+08  1.623419e+08  3.470880e+02   1066188   1
       104   2.640043e+08  1.626018e+08  3.506410e+02   1076998   1
       105   2.653043e+08  1.629314e+08  3.539940e+02   1086983   1
       106   2.132674e+08  1.629858e+08  3.574200e+02   1097072   1
       107   3.915897e+08  1.631570e+08  3.608870e+02   1107508   1
       108   2.343684e+08  1.632768e+08  3.643770e+02   1117958   1
       109   9.569411e+08  1.636394e+08  3.678720e+02   1128312   1
       110   1.884439e+08  1.636547e+08  3.714460e+02   1138517   1
       111   3.481602e+08  1.639175e+08  3.749940e+02   1148940   1
       112   3.629884e+08  1.640554e+08  3.785150e+02   1159289   1
       113   5.333279e+08  1.640898e+08  3.820260e+02   1169523   1
       114   1.811248e+08  1.643679e+08  3.857070e+02   1179942   1
       115   4.614082e+08  1.646044e+08  3.892220e+02   1190298   1
       116   2.396503e+08  1.646231e+08  3.928360e+02   1201031   1
       117   2.522526e+08  1.646925e+08  3.964920e+02   1211539   1
       118   3.254588e+08  1.652307e+08  3.999800e+02   1221442   1
       119   2.830471e+08  1.670059e+08  4.036610e+02   1231880   1
       120   3.529627e+08  1.672240e+08  4.072760e+02   1242149   1
       121   3.141356e+08  1.673416e+08  4.110130e+02   1252586   1
       122   1.668077e+08  1.678453e+08  4.146240e+02   1262635   1
       123   2.009852e+08  1.681604e+08  4.183320e+02   1272800   1
       124   2.369395e+08  1.684475e+08  4.221420e+02   1283457   1
       125   1.761148e+08  1.694858e+08  4.259520e+02   1294080   1
       126   3.540806e+08  1.695153e+08  4.297260e+02   1304741   1
       127   2.079781e+08  1.709926e+08  4.334660e+02   1314988   1
       128   3.287170e+08  1.711328e+08  4.371530e+02   1324897   1
       129   1.771542e+08  1.714140e+08  4.409250e+02   1335149   1
       130   2.412492e+08  1.733340e+08  4.447560e+02   1345759   1
       131   3.115098e+08  1.756792e+08  4.515820e+02   1355745   1
       132   7.496398e+08  1.764207e+08  4.551980e+02   1366156   1
       133   1.748563e+08  1.765177e+08  4.588580e+02   1376572   1
       134   4.430791e+08  1.765877e+08  4.625020e+02   1386783   1
       135   2.569585e+08  1.766028e+08  4.660700e+02   1396731   1
       136   2.811828e+08  1.771493e+08  4.698250e+02   1407272   1
       137   4.406827e+08  1.771878e+08  4.735540e+02   1417893   1
       138   2.993747e+08  1.776429e+08  4.773470e+02   1428254   1
       139   2.569898e+08  1.791427e+08  4.810560e+02   1438343   1
       140   2.453809e+08  1.791825e+08  4.848880e+02   1449002   1
       141   1.412826e+08  1.797818e+08  4.886890e+02   1459367   1
       142   3.587040e+08  1.800793e+08  4.924370e+02   1469564   1
       143   3.382592e+08  1.801678e+08  4.962510e+02   1479985   1
       144   2.435446e+08  1.807853e+08  5.001000e+02   1490526   1
       145   2.913425e+08  1.829466e+08  5.040080e+02   1501028   1
       146   2.155724e+08  1.847575e+08  5.078120e+02   1510932   1
       147   1.556690e+08  1.847859e+08  5.117370e+02   1521325   1
       148   1.593730e+08  1.848450e+08  5.155660e+02   1531390   1
       149   2.676037e+08  1.852886e+08  5.194850e+02   1541820   1
       150   3.246112e+08  1.854205e+08  5.233400e+02   1551961   1
       151   1.702694e+08  1.858345e+08  5.273270e+02   1562345   1
       152   2.991506e+08  1.859068e+08  5.313600e+02   1572852   1
       153   1.663865e+08  1.859660e+08  5.353730e+02   1583244   1
       154   3.927004e+08  1.860474e+08  5.393320e+02   1593559   1
       155   3.515946e+08  1.865461e+08  5.432930e+02   1604072   1
       156   3.158139e+08  1.866580e+08  5.473570e+02   1614571   1
       157   2.276986e+08  1.867599e+08  5.514190e+02   1624778   1
       158   1.588641e+08  1.872038e+08  5.555210e+02   1635322   1
       159   1.916009e+08  1.874914e+08  5.595150e+02   1645589   1
       160   4.849254e+08  1.878715e+08  5.772390e+02   1655879   1
       161   2.316765e+08  1.879894e+08  5.813470e+02   1666373   1
       162   3.366629e+08  1.884568e+08  5.853070e+02   1676597   1
       163   4.517251e+08  1.885935e+08  5.892620e+02   1686816   1
       164   2.717030e+08  1.891052e+08  5.932880e+02   1697275   1
       165   5.474295e+08  1.893215e+08  5.972600e+02   1707952   1
