(1,18778.7,55746.3,0.0,0.0,9512.79,0.0)
(2,18982.23,56808.77,0.0,0.0,10120.86,372.24)
(3,19035.65,57334.71,1.64,1875.48,9373.22,2669.97)
(4,18880.95,56150.81,20.24,23129.63,9614.32,4141.44)
(5,18849.49,54892.36,59.14,87408.7,9479.27,1994.67)
(6,18798.06,54441.2,70.73,115937.21,9063.93,573.9)
(7,18786.33,54297.91,231.76,343888.83,9922.11,566.93)
(8,18857.41,55250.61,235.99,346305.63,10254.6,549.72)
(9,18887.43,55635.87,247.7,417199.81,10608.1,859.38)
(10,18931.7,55992.07,391.23,804161.3,11167.36,795.21)
(11,18906.57,55550.73,608.7,1.62044533e6,10685.24,309.76)
(12,18770.07,54991.07,384.86,705959.46,10371.04,276.85)
(13,18364.19,55834.5,326.32,408995.91,10597.01,507.76)
(14,18014.72,57376.49,399.79,539664.26,10565.54,5166.29)
(15,18028.91,57819.63,523.47,743381.45,10298.34,8742.67)
(16,18189.52,56269.01,593.47,889456.57,10044.13,6111.8)
(17,18639.11,54605.24,556.65,813772.64,9811.09,2818.18)
(18,18687.0,53930.0,693.0,1.07338575e6,9322.53,852.18)
(19,18866.59,53670.58,778.83,1.49100366e6,10482.06,768.48)
(20,18974.46,54448.96,920.58,1.93272315e6,10960.09,940.62)
(21,19042.76,54660.01,1068.23,2.46151931e6,10855.31,962.99)
(22,19081.71,54993.75,1239.54,3.24290959e6,11314.25,965.96)
(23,19071.71,54703.96,1290.33,3.66983679e6,10685.95,345.5)
(24,18826.62,54709.25,610.12,1.11907155e6,10355.54,245.87)
(25,18385.71,55525.48,613.82,800862.57,10738.77,453.74)
(26,18183.65,57006.38,600.97,889771.73,10298.75,4567.83)
(27,18104.93,57543.85,723.22,1.13285834e6,10004.62,8238.39)
(28,18105.98,56190.98,755.04,1.24869409e6,10255.19,5858.66)
(29,18448.47,54477.4,875.13,1.53850949e6,9758.39,2757.08)
(30,18612.31,53831.0,866.68,1.61142167e6,9448.43,760.19)
(31,18689.19,53770.51,856.3,1.74703754e6,10610.25,822.88)
(32,18762.98,54553.45,1027.56,2.27545322e6,10607.08,907.95)
(33,18796.65,54805.48,1168.87,3.02319633e6,10286.54,887.65)
(34,18760.22,55180.58,1374.2,3.87851637e6,10743.21,855.4)
(35,18640.65,55114.89,1310.46,3.97168381e6,10859.63,439.47)
(36,18293.88,55360.78,491.34,944102.41,10238.75,286.16)
(37,18013.94,56126.87,384.2,475209.87,10620.17,865.08)
(38,17940.02,57478.17,372.81,485258.34,10002.4,4952.68)
(39,18066.52,57839.43,466.05,641635.86,9601.89,8216.59)
(40,18004.79,56481.92,565.29,786524.1,9959.01,6073.71)
(41,18356.55,54936.29,508.16,830715.3,9823.9,2958.52)
(42,18569.43,54112.87,627.71,1.06199703e6,9665.16,1291.88)
(43,18820.12,53938.89,556.99,1.062103e6,10736.06,1235.96)
(44,18808.91,54734.1,800.99,1.8471949e6,10879.09,1159.61)
(45,18878.07,54948.22,944.72,2.33219733e6,11045.59,1019.1)
(46,18889.37,55238.08,1187.54,3.28157166e6,10969.32,732.76)
(47,18832.4,54865.85,1367.75,3.90993427e6,10806.32,482.2)
(48,18345.62,55239.2,561.18,1.11338959e6,10613.97,410.46)
