(1,21113.17)
(2,29656.9)
(3,36408.57)
(4,38452.96)
(5,36352.6)
(6,31918.98)
(7,26519.26)
(8,20846.97)
(9,15383.07)
(10,10563.08)
(11,8001.83)
(12,9433.02)
(13,14875.98)
(14,21681.33)
(15,27533.49)
(16,30039.19)
(17,28990.85)
(18,25593.65)
(19,21815.53)
(20,18265.41)
(21,13884.2)
(22,9975.26)
(23,7900.5)
(24,9734.98)
(25,15119.92)
(26,21604.81)
(27,27416.91)
(28,29876.15)
(29,28232.19)
(30,24473.62)
(31,20281.24)
(32,16040.75)
(33,11855.68)
(34,8333.39)
(35,6918.01)
(36,9205.75)
(37,15402.49)
(38,22533.69)
(39,29276.87)
(40,33381.31)
(41,33118.19)
(42,30992.85)
(43,28157.29)
(44,25291.34)
(45,21069.41)
(46,17122.43)
(47,14744.64)
(48,16720.89)
(49,22577.05)
(50,29206.14)
(51,34396.66)
(52,36663.24)
(53,35837.82)
(54,33379.01)
(55,29659.26)
(56,25306.08)
(57,20119.77)
(58,14914.17)
(59,11893.41)
(60,13480.45)
(61,18643.78)
(62,24668.32)
(63,30633.77)
(64,33607.86)
(65,33049.65)
(66,29941.86)
(67,25886.89)
(68,21419.74)
(69,16308.32)
(70,11637.42)
(71,9217.31)
(72,11044.62)
(73,16753.79)
(74,23457.04)
(75,29063.85)
(76,32203.46)
(77,31945.55)
(78,29109.53)
(79,25503.67)
(80,21020.67)
(81,16262.58)
(82,11918.59)
(83,9300.94)
(84,10995.72)
(85,17185.11)
(86,24469.81)
(87,30723.22)
(88,33891.85)
(89,33406.94)
(90,30337.96)
(91,26018.27)
(92,21327.9)
(93,15891.74)
(94,10999.11)
(95,8305.86)
(96,9867.99)
(97,15099.38)
(98,21336.57)
(99,27000.42)
(100,29923.91)
(101,29164.58)
(102,25771.19)
(103,21610.83)
(104,17337.09)
(105,13094.7)
(106,9048.2)
(107,6256.13)
(108,7380.16)
(109,12422.91)
(110,19209.88)
(111,25719.65)
(112,29670.32)
(113,29471.0)
(114,26130.8)
(115,21803.98)
(116,16799.7)
(117,11486.11)
(118,6444.11)
(119,2836.89)
(120,3829.71)
###################
(1,21113.17)
(2,21427.72)
(3,21640.77)
(4,20180.38)
(5,16111.96)
(6,10754.8)
(7,5505.78)
(8,0.0)
(9,0.0)
(10,0.0)
(11,0.0)
(12,0.0)
(13,219.37)
(14,1636.59)
(15,2268.09)
(16,2462.52)
(17,378.47)
(18,0.0)
(19,0.0)
(20,0.0)
(21,0.0)
(22,0.0)
(23,0.0)
(24,0.0)
(25,63.39)
(26,2430.49)
(27,5322.94)
(28,4718.69)
(29,1769.49)
(30,0.0)
(31,0.0)
(32,0.0)
(33,0.0)
(34,0.0)
(35,0.0)
(36,0.0)
(37,468.75)
(38,3078.05)
(39,7066.41)
(40,9871.47)
(41,8731.59)
(42,6902.82)
(43,4435.78)
(44,2387.33)
(45,0.0)
(46,0.0)
(47,0.0)
(48,0.0)
(49,1077.0)
(50,5143.05)
(51,8445.87)
(52,9756.67)
(53,8259.5)
(54,4996.73)
(55,3678.52)
(56,2841.9)
(57,939.63)
(58,0.0)
(59,0.0)
(60,0.0)
(61,606.2)
(62,2100.15)
(63,4980.07)
(64,6789.33)
(65,5437.45)
(66,3323.51)
(67,2009.67)
(68,438.87)
(69,0.0)
(70,0.0)
(71,0.0)
(72,0.0)
(73,155.49)
(74,3599.62)
(75,6578.82)
(76,7210.06)
(77,6765.4)
(78,4213.73)
(79,2961.79)
(80,1309.26)
(81,0.0)
(82,0.0)
(83,0.0)
(84,0.0)
(85,532.99)
(86,3063.81)
(87,6373.23)
(88,7937.9)
(89,7641.35)
(90,5976.93)
(91,3753.69)
(92,826.44)
(93,0.0)
(94,0.0)
(95,0.0)
(96,0.0)
(97,202.0)
(98,2191.15)
(99,4767.3)
(100,5633.27)
(101,4923.35)
(102,2504.31)
(103,294.94)
(104,0.0)
(105,0.0)
(106,0.0)
(107,0.0)
(108,0.0)
(109,266.4)
(110,4522.9)
(111,8685.57)
(112,11785.99)
(113,11939.47)
(114,9534.74)
(115,7490.8)
(116,4031.9)
(117,1829.35)
(118,0.0)
(119,0.0)
(120,0.0)
###################
(1,21113.17)
(2,42492.71)
(3,51806.1)
(4,51806.1)
(5,51806.1)
(6,49482.08)
(7,45257.76)
(8,40133.92)
(9,33721.89)
(10,28186.02)
(11,25027.97)
(12,28041.23)
(13,36386.6)
(14,48024.66)
(15,51806.1)
(16,51806.1)
(17,51806.1)
(18,49194.07)
(19,45319.66)
(20,40113.5)
(21,33960.5)
(22,28216.58)
(23,25212.48)
(24,29071.1)
(25,37060.31)
(26,46810.45)
(27,51806.1)
(28,51806.1)
(29,51806.1)
(30,49145.08)
(31,44713.0)
(32,38805.42)
(33,32486.25)
(34,26688.36)
(35,24411.44)
(36,28875.8)
(37,37153.13)
(38,47812.39)
(39,51806.1)
(40,51806.1)
(41,51806.1)
(42,51806.1)
(43,49182.21)
(44,46458.39)
(45,42646.29)
(46,39564.63)
(47,37817.19)
(48,41046.82)
(49,49033.37)
(50,51806.1)
(51,51806.1)
(52,51806.1)
(53,51806.1)
(54,51806.1)
(55,48800.22)
(56,43565.08)
(57,37649.78)
(58,32241.53)
(59,29465.96)
(60,33615.28)
(61,40935.34)
(62,51806.1)
(63,51806.1)
(64,51806.1)
(65,51806.1)
(66,50902.94)
(67,46007.28)
(68,40992.37)
(69,34966.1)
(70,29580.52)
(71,26841.28)
(72,29256.96)
(73,38183.77)
(74,49045.77)
(75,51806.1)
(76,51806.1)
(77,51806.1)
(78,51020.83)
(79,47440.7)
(80,42299.55)
(81,35797.39)
(82,30286.07)
(83,27289.51)
(84,30482.33)
(85,38821.57)
(86,49629.81)
(87,51806.1)
(88,51806.1)
(89,51806.1)
(90,49934.65)
(91,45295.36)
(92,39865.09)
(93,33849.8)
(94,28309.25)
(95,25532.84)
(96,28761.07)
(97,36220.52)
(98,47565.63)
(99,51806.1)
(100,51806.1)
(101,51806.1)
(102,48192.88)
(103,43279.82)
(104,37557.38)
(105,31094.31)
(106,24825.72)
(107,21187.47)
(108,23711.57)
(109,30905.77)
(110,42204.87)
(111,51806.1)
(112,51806.1)
(113,51806.1)
(114,47634.28)
(115,42384.08)
(116,36518.8)
(117,30080.8)
(118,23573.24)
(119,17502.22)
(120,18064.48)
###################
