1;1;0.6453084819160032;[0.8679091651479128, 18971.354555504768];[0.05148643966393136 -0.02620723667931364 0.025364400610224845 0.029202108590013365; -0.02620723667931364 0.23075179435356713 -0.04913624738471114 -0.05102595537773109; 0.025364400610224845 -0.04913624738471114 0.06967261797738451 0.043822287942106415; 0.029202108590013365 -0.05102595537773109 0.043822287942106415 0.06836382409560268]
2;1;0.5891772046771124;[0.619817127627593, 23116.37378779863];[0.06302905915875426 -0.017685356083072458 0.04378742748412463 0.030763552820851914; -0.017685356083072458 0.19537252232444471 -0.02504350703637881 -0.01729864334989667; 0.04378742748412463 -0.02504350703637881 0.12393244537518605 0.06600988936076684; 0.030763552820851914 -0.01729864334989667 0.06600988936076684 0.0691039845700838]
3;1;0.5897194765362056;[0.5510525696707153, 21572.160187303885];[0.04464492802888375 -0.01163031512665786 0.027932506648801512 0.019347778753856303; -0.01163031512665786 0.13117101012154941 -0.028357687985269518 -0.018259539285564036; 0.027932506648801512 -0.028357687985269518 0.09642063681620995 0.022409025298442162; 0.019347778753856303 -0.018259539285564036 0.022409025298442162 0.02941462414901603]
4;1;0.7129449874008091;[0.5391234703106511, 11413.269953574158];[0.02366043150631868 -0.01314684246828019 0.017584225025663085 0.012802186015367896; -0.01314684246828019 0.2576025456971065 -0.043911818946498905 -0.02553060904185383; 0.017584225025663085 -0.043911818946498905 0.09666281527655435 0.033633377808880274; 0.012802186015367896 -0.02553060904185383 0.033633377808880274 0.027212825961351984]
5;1;0.7447589773769216;[0.5419863363606083, 7385.297959588888];[0.019066809356979356 0.03907961541089353 -0.002966060286189418 -0.0026664995228269537; 0.03907961541089353 0.38651953658369365 -0.02100096148711451 -0.03621310543422041; -0.002966060286189418 -0.02100096148711451 0.03903579114501108 0.0060715632100646465; -0.0026664995228269537 -0.03621310543422041 0.0060715632100646465 0.02381236476411583]
6;1;1.0931496598084356;[0.9193388956415933, -2266.7040969335694];[0.02235302982106386 0.02010056464980066 0.001150854302882088 -0.0008828021218869728; 0.02010056464980066 0.2759695002532098 -0.006123869433747986 -0.005393921598768773; 0.001150854302882088 -0.006123869433747986 0.011041888426345722 0.004056543691859053; -0.0008828021218869728 -0.005393921598768773 0.004056543691859053 0.012454543097864243]
7;1;0.7085124783512126;[0.5944297041056242, 5950.9530509143915];[0.012480736383511645 0.02680694282219272 0.00025617883154282524 -0.0008617347033494289; 0.02680694282219272 0.19631438980651625 -0.006808231242841759 -0.0028222203252668276; 0.00025617883154282524 -0.006808231242841759 0.005113557154460908 0.0013909672117188806; -0.0008617347033494289 -0.0028222203252668276 0.0013909672117188806 0.006312249043860784]
8;1;0.7363127565459143;[0.6205791303139213, 4537.2271094308935];[0.015656138963544473 0.030128813833040138 0.0010311797307623561 0.00022539320414812132; 0.030128813833040138 0.33108223722485836 -0.0038466471147659783 -0.00590747791609615; 0.0010311797307623561 -0.0038466471147659783 0.003730752528237473 0.00047262339353272174; 0.00022539320414812132 -0.00590747791609615 0.00047262339353272174 0.004250341879147684]
9;1;1.2199703089650742;[1.1963129873956846, -3711.5987456447156];[0.03149800048599606 0.019199491243372252 0.005146357983865688 0.002060021531944566; 0.019199491243372252 0.249344404971537 -0.0064797328808959085 0.0036527927363910412; 0.005146357983865688 -0.0064797328808959085 0.007822359301794864 0.0024506845631345267; 0.002060021531944566 0.0036527927363910412 0.0024506845631345267 0.008004272666712862]
10;1;0.6818089194500125;[0.8168185193632167, 6432.0269183696755];[0.04974147272019862 0.021229461540583035 0.015105788091557342 0.005986714731109776; 0.021229461540583035 0.23492499198874783 -0.009220527362335066 -0.013094434486057871; 0.015105788091557342 -0.009220527362335066 0.026756169860765677 0.011701060639142061; 0.005986714731109776 -0.013094434486057871 0.011701060639142061 0.022822349057389956]
11;1;0.5757216976279119;[0.7494262307579833, 11164.18351689401];[0.03058257742527542 0.025543574441426038 0.015220119583995932 0.0046158106002356794; 0.025543574441426038 0.20251976602737295 -0.05015021855713561 -0.03948145662948527; 0.015220119583995932 -0.05015021855713561 0.08100578201804706 0.039540670232864554; 0.0046158106002356794 -0.03948145662948527 0.039540670232864554 0.04677248192125668]
12;1;0.7013237512529658;[1.059944289117054, 11877.945400429322];[0.03790447980095915 -0.002144322168822081 0.020848816203364352 0.01420744414950453; -0.002144322168822081 0.2226029791581283 -0.0544028395365147 -0.06022141406944513; 0.020848816203364352 -0.0544028395365147 0.0882674237737574 0.05680915934348274; 0.01420744414950453 -0.06022141406944513 0.05680915934348274 0.07361054040665947]
