(1,10970.79)
(2,7483.58)
(3,3707.44)
(4,2422.19)
(5,3030.94)
(6,3594.29)
(7,4072.01)
(8,4299.33)
(9,5111.42)
(10,6728.88)
(11,7982.32)
(12,7648.98)
(13,6935.58)
(14,6293.91)
(15,4842.32)
(16,3783.79)
(17,3626.31)
(18,3272.41)
(19,3266.1)
(20,3744.57)
(21,4711.71)
(22,6177.94)
(23,6747.96)
(24,6124.75)
(25,5796.76)
(26,5125.88)
(27,3844.35)
(28,2988.13)
(29,2975.78)
(30,3147.43)
(31,3415.4)
(32,3603.09)
(33,4318.55)
(34,5415.68)
(35,5821.74)
(36,5561.16)
(37,5351.96)
(38,5189.95)
(39,3739.73)
(40,2863.99)
(41,2517.6)
(42,2389.02)
(43,2507.64)
(44,2629.47)
(45,3404.26)
(46,5152.0)
(47,6406.81)
(48,6014.76)
(49,4892.84)
(50,4489.97)
(51,3509.16)
(52,2724.74)
(53,2932.64)
(54,3067.76)
(55,3229.69)
(56,3742.58)
(57,4417.15)
(58,6065.38)
(59,6783.07)
(60,6918.2)
(61,6089.2)
(62,5164.05)
(63,3732.28)
(64,2626.69)
(65,3162.49)
(66,3459.8)
(67,3696.25)
(68,4222.79)
(69,4604.89)
(70,6580.77)
(71,7965.7)
(72,8313.14)
(73,6964.39)
(74,5768.2)
(75,3983.01)
(76,2833.56)
(77,2663.86)
(78,3046.84)
(79,3404.17)
(80,3639.33)
(81,4276.13)
(82,6908.33)
(83,8691.09)
(84,9258.48)
(85,8537.89)
(86,6823.43)
(87,4426.07)
(88,3139.33)
(89,2980.22)
(90,3677.39)
(91,3818.98)
(92,4206.97)
(93,5143.09)
(94,6588.9)
(95,7073.05)
(96,6353.45)
(97,5381.06)
(98,4627.45)
(99,3547.19)
(100,2507.77)
(101,3565.24)
(102,4021.63)
(103,4422.32)
(104,4594.2)
(105,5823.97)
(106,7292.18)
(107,7986.54)
(108,7578.54)
(109,7434.48)
(110,7009.79)
(111,5012.85)
(112,3531.35)
(113,3756.75)
(114,4223.67)
(115,4231.51)
(116,4277.5)
(117,4700.36)
(118,5597.62)
(119,3945.9)
(120,1943.12)
###################
(1,10970.79)
(2,1338.29)
(3,0.0)
(4,0.0)
(5,0.0)
(6,0.0)
(7,0.0)
(8,0.0)
(9,0.0)
(10,0.0)
(11,0.0)
(12,0.0)
(13,0.0)
(14,0.0)
