||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
PATH
calling 
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal
C:\Users\cg4102\Documents\New LogLinearSDDP\LogLinearSDDP.jl\Examples\Hydrothermal\run_model_markov.jl
DATETIME
2025-04-29T06:44:50.956
RUN DESCRIPTION
LogLinearSDDP.AlgoParams(SDDP.AbstractStoppingRule[SDDP.TimeLimit(7200.0)], LogLinearSDDP.NoSimulation(), false, 2, 1, "C:/Users/cg4102/Documents/julia_logs/Cut-sharing Re-Run (2h)/Run_MC-SDDP_fitted_model_55555/MC-SDDP.log", false, false, false, 55555, "MC-SDDP: 100 nodes, fitted_model", :fitted_model)
-------------------------------------------------------------------
         SDDP.jl (c) Oscar Dowson and contributors, 2017-23
-------------------------------------------------------------------
problem
  nodes           : 11901
  state variables : 4
  scenarios       : 6.68857e+229
  existing cuts   : false
options
  solver          : serial mode
  risk measure    : SDDP.Expectation()
  sampling scheme : SDDP.Historical{String, Dict{String, Float64}}
subproblem structure
  VariableRef                                  : [142, 142]
  JuMP.AffExpr in MOI.EqualTo{Float64}         : [13, 13]
  JuMP.VariableRef in MOI.GreaterThan{Float64} : [138, 138]
  JuMP.VariableRef in MOI.LessThan{Float64}    : [129, 130]
-------------------------------------------------------------------
 iteration    simulation      bound        time (s)     solves  pid
-------------------------------------------------------------------
         1   1.884377e+09  1.133015e+06  6.721000e+00     10758   1
         2   9.733315e+08  1.660665e+06  1.031600e+01     21153   1
         3   6.631562e+08  1.896606e+06  1.351700e+01     31541   1
         4   8.581449e+08  2.598943e+06  1.664600e+01     41781   1
         5   4.795890e+08  2.652592e+06  1.985100e+01     51924   1
         6   6.020098e+08  3.349325e+06  2.300400e+01     62048   1
         7   8.175104e+08  3.511412e+07  2.885000e+01     72408   1
         8   4.694336e+08  4.016172e+07  3.166400e+01     82240   1
         9   3.380367e+08  4.395182e+07  3.482800e+01     92793   1
        10   3.792002e+08  4.596425e+07  3.775100e+01    103214   1
        11   4.355086e+08  4.701850e+07  4.083900e+01    113488   1
        12   3.062992e+08  4.775823e+07  4.363500e+01    123455   1
        13   2.821069e+08  4.775874e+07  4.671100e+01    133700   1
        14   4.642091e+08  4.795665e+07  4.969400e+01    144020   1
        15   2.342716e+08  4.931035e+07  5.250400e+01    153812   1
        16   3.161922e+08  5.100331e+07  5.593800e+01    164417   1
        17   2.488168e+08  5.441375e+07  5.905900e+01    174834   1
        18   8.808575e+08  5.481726e+07  6.204700e+01    185104   1
        19   4.076650e+08  5.647643e+07  6.497300e+01    195548   1
        20   4.940403e+08  6.250487e+07  6.793900e+01    205881   1
        21   7.467530e+08  6.360795e+07  7.077700e+01    215694   1
        22   3.058819e+08  6.393250e+07  7.397100e+01    226438   1
        23   1.664300e+08  6.505947e+07  7.716700e+01    236764   1
        24   3.860713e+08  6.578888e+07  8.023500e+01    246969   1
        25   1.952382e+08  6.701963e+07  8.347900e+01    257278   1
        26   4.696496e+08  6.732388e+07  8.641200e+01    267568   1
        27   2.660857e+08  6.852132e+07  8.949700e+01    278214   1
        28   2.831538e+08  7.029530e+07  9.266700e+01    288562   1
        29   2.175008e+08  7.264791e+07  9.559100e+01    298600   1
        30   2.673319e+08  7.475257e+07  9.890300e+01    308888   1
        31   3.302092e+08  8.059116e+07  1.022030e+02    319458   1
        32   2.530361e+08  8.232743e+07  1.055260e+02    330163   1
        33   2.637252e+08  8.353399e+07  1.090380e+02    341058   1
        34   2.263688e+08  8.394042e+07  1.121140e+02    351429   1
        35   2.258036e+08  8.710569e+07  1.150590e+02    361308   1
        36   2.167617e+08  8.736768e+07  1.184160e+02    371657   1
        37   6.889254e+08  8.954646e+07  1.217750e+02    382167   1
        38   3.040150e+08  8.992257e+07  1.250190e+02    392367   1
        39   7.545630e+08  9.139631e+07  1.309920e+02    402602   1
        40   3.911830e+08  9.585332e+07  1.339760e+02    412923   1
        41   2.183320e+08  9.620325e+07  1.370110e+02    423331   1
        42   5.359882e+08  9.718764e+07  1.400860e+02    433865   1
        43   4.950098e+08  1.011475e+08  1.431850e+02    444212   1
        44   1.908054e+08  1.025778e+08  1.461790e+02    454679   1
        45   3.106676e+08  1.028317e+08  1.493280e+02    465040   1
        46   3.120370e+08  1.043582e+08  1.524410e+02    475651   1
        47   2.797167e+08  1.051979e+08  1.554110e+02    485922   1
        48   2.808644e+08  1.077041e+08  1.586090e+02    496420   1
        49   2.810477e+08  1.126476e+08  1.617960e+02    507195   1
        50   2.454977e+08  1.128902e+08  1.648240e+02    517462   1
        51   2.051180e+08  1.152856e+08  1.680760e+02    527793   1
        52   2.356302e+08  1.168824e+08  1.712280e+02    538345   1
        53   2.104432e+08  1.170920e+08  1.742180e+02    548302   1
        54   1.996236e+08  1.215131e+08  1.772350e+02    558155   1
        55   2.634515e+08  1.239739e+08  1.803510e+02    568275   1
        56   1.850501e+08  1.243962e+08  1.833750e+02    577971   1
        57   2.074775e+08  1.258249e+08  1.868000e+02    588587   1
        58   3.591782e+08  1.261159e+08  1.902770e+02    598904   1
        59   2.672837e+08  1.262803e+08  1.935960e+02    609402   1
        60   1.983633e+08  1.276038e+08  1.968240e+02    619574   1
        61   1.840509e+08  1.312535e+08  2.002640e+02    629965   1
        62   2.348791e+08  1.312708e+08  2.034910e+02    640381   1
        63   2.390765e+08  1.321909e+08  2.068070e+02    650978   1
        64   2.567349e+08  1.373341e+08  2.101590e+02    661440   1
        65   4.120995e+08  1.374300e+08  2.134810e+02    671946   1
        66   3.340611e+08  1.379875e+08  2.166720e+02    681705   1
        67   2.034196e+08  1.398256e+08  2.201990e+02    692403   1
        68   3.296426e+08  1.398526e+08  2.236460e+02    702966   1
        69   6.765302e+08  1.399199e+08  2.298060e+02    713095   1
        70   1.471406e+08  1.401369e+08  2.329470e+02    723254   1
        71   2.260058e+08  1.436703e+08  2.361570e+02    733598   1
        72   3.548604e+08  1.437210e+08  2.395140e+02    744023   1
        73   8.467424e+08  1.452844e+08  2.426820e+02    754195   1
        74   4.412699e+08  1.452875e+08  2.459380e+02    764614   1
        75   2.045120e+08  1.454846e+08  2.491610e+02    774879   1
        76   3.028420e+08  1.455036e+08  2.524240e+02    785417   1
        77   3.198565e+08  1.457717e+08  2.555700e+02    795358   1
        78   3.344109e+08  1.458532e+08  2.588690e+02    805754   1
        79   2.316462e+08  1.459736e+08  2.621460e+02    815824   1
        80   3.071193e+08  1.460049e+08  2.654630e+02    826121   1
        81   1.967612e+08  1.479650e+08  2.689090e+02    836809   1
        82   2.368194e+08  1.485957e+08  2.722560e+02    847411   1
        83   1.643659e+08  1.486273e+08  2.753710e+02    856949   1
        84   3.959573e+08  1.487729e+08  2.786570e+02    867205   1
        85   5.194184e+08  1.491983e+08  2.819970e+02    877681   1
        86   2.788044e+08  1.492049e+08  2.853350e+02    888091   1
        87   4.270309e+08  1.512751e+08  2.887580e+02    898551   1
        88   1.286951e+08  1.512786e+08  2.921730e+02    908753   1
        89   2.066618e+08  1.513519e+08  2.958330e+02    919394   1
        90   2.310746e+08  1.515580e+08  2.993690e+02    929844   1
        91   1.941191e+08  1.516027e+08  3.028520e+02    940030   1
        92   2.602178e+08  1.516066e+08  3.063470e+02    950340   1
        93   2.685300e+08  1.516522e+08  3.098700e+02    960697   1
        94   3.660597e+08  1.516575e+08  3.134560e+02    971233   1
        95   2.751870e+08  1.516735e+08  3.169520e+02    981588   1
        96   1.862245e+08  1.516932e+08  3.205370e+02    991816   1
        97   4.534036e+08  1.519673e+08  3.241460e+02   1002182   1
        98   2.456979e+08  1.519709e+08  3.305270e+02   1012557   1
        99   3.046692e+08  1.523356e+08  3.340060e+02   1022958   1
       100   2.622843e+08  1.524256e+08  3.374080e+02   1033295   1
       101   3.654146e+08  1.525257e+08  3.407930e+02   1043546   1
       102   3.618251e+08  1.536270e+08  3.443390e+02   1054192   1
       103   3.517556e+08  1.539457e+08  3.477490e+02   1064336   1
       104   1.740774e+08  1.539657e+08  3.511080e+02   1074313   1
       105   5.186328e+08  1.558631e+08  3.545530e+02   1084565   1
       106   2.373927e+08  1.576506e+08  3.581380e+02   1095118   1
       107   3.310550e+08  1.576566e+08  3.617040e+02   1105821   1
       108   1.748082e+08  1.584082e+08  3.651850e+02   1115857   1
       109   1.869574e+08  1.585826e+08  3.687270e+02   1126178   1
       110   4.141592e+08  1.604214e+08  3.723040e+02   1136341   1
       111   2.747102e+08  1.611252e+08  3.758730e+02   1146832   1
       112   1.951004e+08  1.625646e+08  3.794160e+02   1156980   1
       113   2.258741e+08  1.626228e+08  3.830350e+02   1167421   1
       114   1.788554e+08  1.627303e+08  3.865360e+02   1177695   1
       115   2.222538e+08  1.637921e+08  3.900820e+02   1187951   1
       116   1.645393e+08  1.638839e+08  3.937780e+02   1198188   1
       117   3.116138e+08  1.672511e+08  3.974660e+02   1208447   1
       118   3.100025e+08  1.672549e+08  4.012350e+02   1219028   1
